Unnamed: 0	text	task1
1396	Al menos si queres provocar a pibes con tu cuerpo QUE NO SE NOTE QUE QUERES MOSTRAR LAS TETAS LA PUTA QUE TE PARIO NDEAHRE	1
1397	Perra t  eres un  ngel que por la manzana peca	1
1399	  Tengan por seguro que  ste imb cil est  dando cumplimiento a las  rdenes de la escoria mayor del Caribe el grand simo Hijo de la gran P Ra l Castro	0
1400	La  nica que se merec a el tatuaje era mi perra le debo tanto es lo m s fiel que me pudo haber regalado la vida Vales la pena vales la vida Mu e	0
1401	Que cojones les pasa al gobierno y a todos los que salieron contra la manada tanto os acojonan los   que no dec s ni mu 	1
1402	ESTA MUJER ES UNA VERDADERA PERRASERA QUE SE EMBRIAGA CON LA SANGRE QUE DERRAMA EL PUEBLO HUMIDE ARGENTINO 	1
1403	  callate no quiero cumplir   dejame disfrutar este a o guarra	0
1406	  Ojal  no fuera as  pero tristemente lo es Normalmente y gracias a Dios en el  de los casos son mujeres normales	0
1407	perra c llate la boca y contin a tu desaf o  	1
1408	pero Ivar mat  a Sigurd y Bj rn quiere hacer honor a Rag PERO CALLATE LA PUTA MADRE QUE NO SABES DECIR OTRA COSA 	0
1409	La caga el y yo me tengo que tragar todo y quedarme callada La cago yo y se cae el mundo y soy una escoria de la vida No es justo	0
1411	    No mereceis estar en  division sois la verguenza de la liga puta depor	0
1414	Quien te ha operado esos pi os caballos que tiens Ahh y d j  de re rte tanto y ense ar tu puta pi ata  	0
1416	El a o pasado me te  de rubia para ir a la CDMX y no indignarme porque me dijeran g era 	0
1418	    Callate hijo de puta usted crees cierto Fabian hacer eso con su mejor amigo imbecil	0
1421	WhatsApp la nueva herramienta de los polleros 	0
1422	La vez que me niego a ense arle a usar ig a mi mam  me dice  Yo te ense  a usar una cuchara puta de mierda Siempre te la llevabas al ojo ibas a quedar tuerta Jajajajajajaj	0
1423	tu conoces al ni o polla y no hablo de jordi   xd estais tocaisimos qui n a ver 	0
1424	    T  eres la m s pendeja y espantosa sirvienta provinciana	1
1425	  Tu eres lo peor de la pol tica resentido CTM que lastima que tu padre no uso condon y saliste escoria	0
1426	Desde el New York Times y The New Yorker public  por primera vez las acusaciones de acoso sexual y violaci n contra Harvey Weinstein por Rose McGowan Gwyneth Paltrow Ashley Judd y docenas de otros el productor desgracia ha sido despedido de su empresa y fiscal d 	0
1428	  Comemela cambio y corto	0
1429	Que nadie le compre entradas a estos hijos de la gran puta   NO OS MERECEIS NI EL AGUA QUE BEBEIS	0
1430	  En serio qu  imb ciles Como si el acoso se acabara a punta de clases pedag gicas en un bus rojo que todo el mundo detesta usar sin importar la hora Los acosos pasan  y en todas partes y solo la educaci n y cultura acabar  con semejante c	0
1432	LA PUTA MADRE POR QUE T  ERES MAJA Y LA MIERDA DE TU PERSONAJE NO ME TIENES HARTO 	0
1433	Es lo que se merec a la perra esa 	1
1435	  No eres aburrido eres sincero No es culpa tuya que no te guste la polla de alguien	0
1436	 Yzur el mono que habla  es la nueva revista literaria y cultural del dpto de Espa ol en Rutgers Gracias por acogerme con una nota sobre   eros de Ruizpalacios          gt 	0
1437	Chesee in the trap  In Ho la merecia mas La hermana de In Ho una perra pero igual la amaba JAJA No me gusto el prota era viejo y feo Era muy est pida la prota igual me gustaba su estilo Los ost  La pareja de amigos mejor que la principal Final kk  	0
1438	  callate puta mal parida perra re culia inconciente callada deberias estar maldita	1
1439	  Pero porque tu eres una perra con el coraz n de hielo a mi me gusta el cari o humano 	1
1440	  Ya sali  este hijo de puta jala bola c llate mejor y anda a decir eso en la vega a ver cagon mamaguevo rodilla en tierra y sigue mamando putoo	0
1441	  Ya est  bien del acoso que tiene esta pareja ni todo vale han ido a provocar  para tener un tiempo programa yo boicot a la basura de Salvame Es vomitivo	0
1442	    traidor hijo de puta ni tu propia sangre respetaste Mereces por lo que pasas basura inmunda 	0
1443	Las se oras artistas y drags van a ir vestidas de animalicos y cosas monis sin ense ar polla ni chocho Otra decepci n para las fantas as enfermizas del PP y C s	0
1445	Si no tienes ni puta idea callate y si sabes algo trata de discutirlo con esa persona llevo desde los  a os tocando hardware y me toca la moral la gente que se cree mejor que t  y en su vida ha leido una p gina cuando yo he estado ayudando en una	0
1446	      Claro y loca del co o tambi n se refiere a un estado mental Consejos vendo que para mi no tengo	0
1447	  callate puta las putas no hablan puta puta puta	1
1448	UG LA PUTA MADRE MEREDITH MERECIA VIVIR CON EL AMOR DE SU VIDA DEREK CHRISTOPHER SHEPHERD Y MORIR CUANDO TUVIERAN  A OS LPM 	0
1450	    Si es cierto solo les restrego la polla en la cara a todas las que estaban alli de blanco jajajjajajjajjaa me dievierte eso	1
1451	Hey   Tu nabo es una polla peque a y t  eres un cornudo	0
1452	Decirle zorra  perra puta a otra mujer es tan de inquilinato del centro de Bogot  Gas 	0
1454	    Callate perra mona que aqu  uds no respetan nada ni siquiera el hambre qu pasa el pueblo sucia malparia	1
1455	Ori tu eres la excepci n que cumple la regla eres un hijo de puta y no hay mas 	0
1456	  C llate perra Jajaja Lera No A n no se la parto Digo la partimos 	1
1457	  pues te gusta cualquier gata pintada de g era     	0
1458	Hoy he salido de cas como un rey Esto es se me ha olvidado la cartera en casa y voy indocumentado y sin un duro	0
1459	    Tu eres gallego no Pues tu a lo tuyo verdad que yo no me meto en tu puta comunidad Pues tu no te metad en la m a	0
1460	  Callate ya porfavorenserio te lo digo hijo de puta wey mal pario	0
1461	Detienen en El Llano a  El G ero Bin Laden  menor que cuenta con dos carpetas de investigaci n por robo    Su detenci n se efectu  luego de que fuera reportado por molestar a los transe ntes en la comunidad 	0
1462	  C llate ladrona sigue vendiendo tu zorra	1
1463	  Ay pero si sos la mas perra callate	1
1464	  Jajajaja callate perra incada	1
1465	Que pinche naco decirle Estados Unidos al Gabacho	0
1466	  Callate puta sidosa de mierda	1
1467	    asi me gusta amor bien rica ense ando las tetas ricas que tienes perra rica	1
1468	  Puta madre co o c llate 	0
1469	  Eres tan hip crita que no mereces ni los insultos Pero me voy a sacrificar perra	1
1470	Estoy en una cena con viejos y estan JUSTIFICANDO LA VIOLACI N y diciendo que las minas se lo buscan Que nefasto la puta madre	0
1473	  QUE TE CALLES GRAN HIJO DE PUTA	0
1474	    Te madro bebe milo verdad se te ve en la cara que te pego	0
1477	  Hay que ser un verdadero imb cil para hacer bromas con un asunto tan serio como el acoso callejero y encima se creer  gracioso y todo pfff	0
1478	  Quienes han sacado esto no han comido un co o en su vida no Porque no creo que el maquillaje tenga buen sabor	0
1479	El feminismo de Lamas justificando cultura de violaci n y acoso muy desatinado Lamas representa el white feminism incapaz de ver m s all  de sus privilegios Gracias   por el despliegue de sensatez 	0
1480	  No te enamores esa chica es una maldita zorra quien sabe cu ntas enfermedades venereas tenga mejor dale una patada en la concha y m ndala directo a diablo que se joda	1
1481	    Esa mujer es un deshonor para el g nero Yegua puta y montonera En mi vida vi semejante autodescripcion si ella lo dice x algo ser 	1
1483	  dicen 	0
1484	  Qu  bonita frase la de hijo de puta verdad T  eres el que luchas por la igualdad de las mujeres ah no te dedicas a poner travestidos en las carroza anda y vete a cagar	0
1485	  te amo mi hermano tu eres mi  nica perra fiel	0
1486	Pero  que puta mierda de muerte le hab is hecho a Glenn el se merec a lo mejor y sobretodo una muerte digna  qu  os pasa en la cabeza	0
1487	Wey eres m s puta que tu bato mejor callate	1
1488	  Perra te lo merec as 	1
1491	  No le ense aron modales a esa antifujimorista perra mermelera del foro de sao paulodebretchesta ofendiendo a millones de votantes	1
1494	Modela camina puta tu eres divina	1
1495	  Yo creo que la mayor a de las veces a quien hay que ense ar es a los padres que son los que carecen de algo que se lleva en los genes pero que nadie se lo ense 	0
1496	  Si tu eres tan perra que te comes hasta la tela 	1
1499	  IMBECERRIL KENYI TE LA METIO SECO Y CON ARENA Y TE LO MERECES PUES IMBECIL DE MRD TARADO IGNOTO FUJIRRATA HIJO DE PUTA	0
1500	  Si tu eres lo mejor puta madre q sera la peor	0
1501	Supongo que te mereces mi polla zorra viciosa 	1
1503	G ero nunca lo sabr s pero hablar contigo era flipar en colores 	0
1504	K pesao eres hostia puta no ves la hora k esssss Callateeee laputa bocaaaaa	0
1505	Amo a mi g ero  	0
1508	Qu  bueno que vives lejos por qu  tengo ganas de pegarte en la cara por marik	0
1510	El dolor de perder a quien amas es menos si piensas que el hijo de puta no merec a tu amor	0
1511	Si escucha tus gemidos obcenos seguro que si as  que mejor c llate puta 	1
1512	Por que me caen verga las dictaduras sudacas Porque oprimen a la juventud idealista En lugar de darles guerra al narcotrafico delincuencia organizada y com n	0
1516	    HAHAHAHAHAHAHAA con olerlo se pone to siega la tia sabes los viernes que me da no son normales la zorra	1
1517	  me molesta que diga que las t as no valen una puta mierda por ense ar su cuerpo	0
1522	  c llate abril te voy a pegar Tas re perra	1
1523	      Jajajajaj callate tu zorra asquerosa	1
1524	    CALLATE PUTA ESSSTAAAA TE ESPERA	1
1526	  Pa  pegarte en la cara MARICA	0
1527	  pedazo de hijo de remil puta mira lo que provocaron este  polic a lo est n operando esta en estado reservado mal parido la violencia que generaron 	0
1528	  Conchudo no tienes sangre en la cara la escoria eres t  no avanzamos por personas que no suman entre ellas est s t 	0
1530	  La han llevado para decirle C LLATE LA PUTA BOCA FEMINISTA DE MIERDA	1
1531	Cardi B se ve que como novia es s per perra Soy su fan	1
1532	  CALLATE YEGUA MALDITA PERRA AHRE	1
1533	    C llate vos Puta de mierda	1
1534	Los amigos de verdad son los que se pueden re r de ti y al mismo tiempo no te faltan el respeto c llate la puta boca y a estar agradecido de que somos lo mejor especialmente yo 	0
1535	  C llate y agregame de amigo zorra x	1
1536	Que dice la sudaca  sta que en Am rica hab a una civilizaci n antes de que llegase Col n  	1
1537	Comemela   AQUI AQUI AQUI NI HAY QUIEN VIVA AQUI NO AQUI NO 	0
1538	Si esa perra no te valora botala mereces alguien mejor	1
1543	  Vos no mereces vivir PUTA REGALADA PAPONUDA	1
1544	    VENEZOLANOS SORPRENDIDOS ROBANDO ESTAN  EN LA CASA DE PAZ NOCTURNA DE CALIDONIA SIN PAPELES MIGRATORIOS DONDE ESTAN LOS INSPECTORES DE MIGRACION EN ESTOS MOMENTOS LOS  LADRONES VENEZOLANOS EN ESTE MOMENTO ESTAN EN LA CASA DE PAZ NOCTURNA DE CALIDONIA	1
1547	Definitivamente tu eres una perra  	1
1549	  no es contigo Pendejo con quien el gran Obrador deba debatir tu eres un corrupto m s del sistema hijo de tu puta madre	0
1551	    tu eres un hijo de puta porque vives al lado m o si me quieres ver vienes a mi puta casa dejate de mariconadas	0
1555	  Julia vos tambien sos hermosa la puta madre callate	0
1556	dices que no eres otaku pero te viste un anime de  capitulos hola   C llate la puta madre 	0
1558	Zapatero el hijo de puta que inclu a Canarias en un mapa como si perteneciera a Marruecos habla con su amigo Mohamed VI el rey de los moromierdas para ultimar la visita oficial del traidor y okupa monclovita   a Morilandia 	1
1559	Esta mujer es puta ama las cosas como son 	0
1560	Cogerse al amigo de su vieja para comprobar que si es gay   Pinches mayates no se quieran justificar  	1
1562	Acabo de ense ar la polla y no estoy muy orgulloso de ello me salto las   ltimas horas y estoymsolo en casa quien viene	0
1563	  deja hablar fantino una puta vez callateeeee hace la pregunta MAS CORTA que las respuestas  NO INTERRUMPAS  no te soporto lo veo porque esta mi presidente nada mas	0
1564	Si la lucha contra el machismo consiste en que ellas se desnuden constantemente los hombres estamos de suerte Sigan luchando   	1
1565	  Gracias  Pues comemela 	0
1569	  Unmnmnn imagino q t  eres as    m s puta	1
1571	Los de la Under le pasaron todo su pene por la cara a Sudaca en traer al gran papacho	1
1572	Pe a llamando zorra a Hyuna por hacer un MV moviendo el culo y ense ando canalillo menos mal que los coreanos no son machistas ni nada	1
1573	  eres un cinico mereces que te caiga un rayo para que te mueras rabiblanco hijo puta Perra la madre que te pari 	0
1574	Estamos en periodo electoral A pesar que las mujeres tengan derecho a voto hag moslo lo mejor que podamos    	1
1575	 Que Tu Eres Bien Puta     	1
1576	  Mmm Cuidarte y follarte con ganas y llenar tu co o con harto semen	0
1580	 C llate ella era una zorra bien se lo merec a 	1
1581	Hubieran cambiado la historia Mary no merec a morir puta madre 	0
1582	Ojal  haber grabado a todas las se oras que me han mirado mal en el bus y me han hecho pasar momentos inc modos Sobre todo a esa se ora que todo el camino vino diciendo en voz alta Las sudacas consiguen lo que quieren en Espa a a cambio de sexo claramente refiri ndose a mi 	1
1583	        Callate que a vos no te llego ni a los talones Puta	1
1584	Mi amigo que ve a las Mu ecas de la Mafia la termin  y me dijo We ahora entiendo t  eres Lucrecia la perra mayor que experiencia tiene todos los que quisieron ser c mo t  fracasaron Se los jur  que me hizo la noche	0
1585	En las  ltimas h varias peleas callejeras en ceuta por parte de los  ltimos en saltar violentamente la valla Y el gobierno pide respeto	1
1587	Forzando la puta puerta y diciendo NONO ES MIO ES MIO NONO NO TE LO VOY A ENSE AR ES MIO Asi por la puta cara De verdad que necesidad tendra la se ora de coger un puto movil cuando te hemos visto ostia Roba una tienda no robes moviles a unos jovenes que no tienen culpa	0
1589	    No tienes puta idea est  claro	0
1591	  Puta  Jaque mate	1
1592	Los bailes sexis de mi primo se van a la mierda cuando empieza a cantar tu novia es puta con mi pingo se ahoga y vos no decis nada porque sos un toga 	1
1594	  si no te toca es una puta mierda lo de la salud y lo dem s son tonter as	0
1595	Qu  hace una mujer cuando llega y Bah a qui n co o le importa Si es una mujer	1
1598	Que te mientan en la cara mientras que ya sabes la verdad es la polla jajajajajajajajaj	0
1600	  Pero eso ya se empezo a notar amiga no habia que hacerlo saber jajajajajaja callate zorra	1
1603	 todav a piensan que una mujer es perra porque habla de sexo O ya dejaron atr s ese est pido pensamiento	0
1605	    Perra sinverguenza tu eres parte de la mafia fujimorista	0
1607	  Despu s  c mo se limpia el co o con la falda Peazo guarra	1
1608	    C llate puta	1
1609	  C llate hija de Puta	1
1610	  Jajajajaja c llate perra es alguito nomas 	1
1611	  mera cabron callate la puta boca porque me encojono	0
1613	    No puedo creer que esto sea verdad No entiendo que co o pasa en el mundo	0
1616	    Me vas a decir que tu eres solo un cliente y yo una puta Ah que boquita tienes Laura 	0
1617	    Cagado La mujer es perra perra perra	1
1618	siempre hay de weras a g eras 	0
1619	Si alguna vez te trate como una princesa perdoname no te lo merec as sos una puta	1
1621	    jajajaja  muy buena esa Ya no hablo en serioxq estoy hasta el co o dl tema	0
1622	Suriel hace a os en Venezuela vivimos eso mismo la entrada incontrolable de indocumentados de los paises vecinos llevo todo tipo de personas al pa s Que los metan presos o que los deporten Y extremar medidas para que no entre este tipo de gente   	1
1623	Nunca pens  que un capitulo de Dr House me iba a hacer llorar tanto  Amber eras una perra pero no merec as eso 	1
1624	    Puta asquerosa c llate Sino te gusta andate del pais	1
1625	      C llate vo si Eri mi perra	1
1626	    Veridico En la calle rica mi amor y uno que le pasa imb cil el de nuevo o zorra malparida   	1
1627	A Benzema le va a nacer un embri n en la garganta de tanto chuparle la polla a Zidane	0
1628	  T  eres mi puta	1
1630	Como cuando te dicen que tu hijo va a nacer con ojos g eros  	0
1631	  POR FAVOR NO PROMETAS ESO  t  eres perra diva	1
1632	  bien hecho chicas gracias por patearles el trasero a esas sudacas    	1
1633	Para ti la perra gorda si es que Noem  est  hasta el toto de tonter as y con raz n  	0
1637	Y las ves llorando x un amor de dos dias y tu k has sufrido x a os callada como una puta estas sonriendo ai se ve la madurez 	1
1639	Vaaaaamos la puta madrevamos Argentina No van a poder Nos ense aron el camino a cuidar lo nuestro Lo dem s no importa Buen viernes carajo nimo 	0
1640	Felices  a la mas puta espero que la estes pasando re lindo porque te lo re mereces te amo un monnnnton    	1
1641	La chica de diamons me dice ay si tenes una cintura re chiquita hija de puta no ves que estoy gorda t voy a comprar igual pero c llate	1
1642	  CALLATE PUTA	1
1643	  Tu eres el ser humano mas malo que hay en la tierra GUARRA CERDA SUCIA	1
1644	    Si de verdad dejaste asi a la perra eres una porquer a de persona y mereces lo peor pana Das asco	0
1646	Cuento las horas para ver a mi mam  y a mi g ero	0
1649	ya no uses el puto  we    C llate puto maricon hijo de perra 	0
1651	 El t pico gilipollas que te grita puta y de todo por llevar un escote o ir ense ando un poco las nalgas VOY A VESTIR COMO YO QUIERA SUBNORMAL DE MIERDA	0
1652	  Manga de pitos cortos hijos de puta les voy en ense ar lo q es respeto puto de la patada en sus partes intimas que les voy a dar y mujeres ustedes tampoco se salvan conchas retobadas	1
1654	Realidad Paralela  Universo Alternativo que se yo  Hoy en el dia seg n un atentado contra el informe indocumentado Nico pero en la noche fotos en redes sociales bailando en Copas Altamira Village hasta en 	0
1655	Despacio sobre mi mir ndome cachonda bes ndome sin deejar de moverte tu co o aprieta fuerte mi polla que entra y  	0
1656	        No son horas de estar toc ndonos en co o a  de enero caballeros disp rsense	0
1657	    Callate hijo de perra	0
1658	  por que no me los muestras me gustaria poder meter mi polla en tu culo y tu concha	1
1659	osea si quieres ense ar el culo lo haces y eso no te convierte en un prostituta o en una puta vaya	1
1661	Con lo bien que le quedaba Lucas y no solo se pone Hern ndez sino que adem s lo deja sin tilde en homenaje a los analfabetos gabachos que no se la pusieron en el Mundial 	0
1662	  CALLATE VOS PUTA DE MIERDA	1
1664	  Y por que Miriam y no Mireya Ana se merec a la salvaci n por que hizo una actuaci n de puta madre  	0
1665	Ya c llate la puta voca perra	1
1666	  PERRITA TU NOVIO NO TE MERECE EL ES TAN LINDO Y HERMOSO ES COMO UN OSITO DE PELUCHE MEDIO PENDEJOPERO TU ERES UNA PUTA	1
1668	  Mili La Zorra no veo la hora de ense arte denuevo   Mili La Zorra de los pelos te voy a agarrar Es amor	0
1669	No ser  porque no lo vengo diciendo y no yo solamente v lgame Dios pero ah  vais viendo lo que se nos viene encima Est  todo 	0
1670	  we n la perra que tengo se puso a ladrar y ahora est  callada tengo miedo AAAAAAAA voy a quemar la casa	0
1671	Que te vv mi puta vida c llate alejate ptm	0
1672	Y CHILEEE CU NDO VISITAN A LOS SUDACAS  	0
1673	STRANGER THINGS MEREC A GANAR HIJOS DE MIL PUTA ME CHUPAN LA PIJA TODOS  	0
1674	  como hacen ganar a la pala Okada Naito lo merecia Puta q estoy enojado	0
1675	  tu eres mi hermana perra	1
1676	James majestad haciendo como que va a ense ar la polla pero al final no 	0
1677	  me va a durar todo lo que yo quiera callate zorra	1
1678	Cuarto Tienes  a os  por qu  a n piensas de esa forma DEJA DE PENSAR QUE UNA MUJER ES UNA GUARRA POR ENSE AR SU CUERPO Empieza a echar cabeza cielo porque el mundo se te come	0
1679	Me parece muy bien a ver si se ceeen q nos vamos ha amedrentar estos  catalufos de habas 	0
1681	En tu cara zorra 	1
1684	C LLATE ASQUEROSA PUTA DE MIERDA ZORRA 	1
1685	  Hip critas quieren ser europeos Para las pelotudeces Cuando les dec s que en Europa la mayor a de los pa ses tienen aborto legal vuelven a ser provincianos aterrados por los curitas del pueblo Sudacas iletrados son	1
1686	Ches g eros pendejos	1
1687	Los mismos que defienden a los que asaltaron la valla de Ceuta atacando a la guardia civil con cal viva piedras y bolas de mierda dicen que son gente pac fica y no vienen a delinquir 	1
1688	  Dice Andres que te calles maldita perra	1
1689	 CALLATE LA BOK ZORRA MAL PARIDA 	1
1690	  si no quieres acabar en la c rcel callate la puta boca  	0
1693	    c llate est pida perra	1
1695	 Desde cuando una chica es zorra por el simple hecho de tener amistades con pene Las mujeres podemos tener amigos hombres sin necesidad de que haya algo m s que una simple amistad que triste que ella no pueda tener amigos famosos sin que la tachen de zorra y robafama 	0
1696	  Jajajajaj se re paso el hijo de puta  se merecia igual unas bardeadas 	0
1698	  Pero Flow las mujeres son seres de luz Gracias lo peor de todo es que la gente le da rt a su puta mierda de tweet manipulador	0
1699	Cr eme yo estudio Veterinaria y tu eres una perra	1
1700	  Gran puta hay que ense arles a Cojer tambi n p o	0
1701	  Callate perra desgraciada  estoy enojada con vos Pd yo no tengo cu adas	1
1702	  Callate que cuando yo me valla vos vas a estat igual zorra de mierda	1
1703	Igual no me la baja nada porque me estoy re perra est  imb cil me va a venir a decir algo toca de ac 	1
1704	         Qu  est s haciendo con respecto a tus ni os ciudadanos indocumentados en mi pa s Debes asumir la responsabilidad de tu gente	1
1705	Jajajajajajajajaja  Como van quedando en evidencia los seudo gur s shilensis sudacas al cuete 	1
1706	  C llate la puta boca que te voy a reventar a hostias payaso 	0
1707	Wow whatsapp ahora permite compartir ubicaci n enviar im genes contactos y hasta indocumentados 	1
1708	Las voces de las mujeres son mi puta debilidad   Obvio que no cualquiera 	0
1709	Hay muchos votantes de Cambiemos q de chicos parece q no les ense aron q ser hijos de puta esta mal 	0
1710	Insisto maldita la hora en la que por culpa de los propios peruanos tengamos un Congreso lleno de escoria Al 	0
1711	  Haha ay c llate si aqu  el que es la perra sexual de los profes eres t  Y  pero en la cola ojete 	1
1714	Los socialistas de mi familia putos moros	1
1717	Estoy mas flaca creo q me kiero	0
1718	Estos putos negratas noos van a robar toda la pasta I aqui menos mal que yo la tengo en Panam  	1
1719	Hola   Seg n yo iba a subir fotos cada semana pero he estado muy ocupado haci ndome pendejo Hoy les traigo a Domino y G ero Se ve an muy cagados solo  	0
1722	  No tan fuerte como mi polla entrando en tu culo	0
1723	LO LOGRAMOS CARAJOOOOO LO LOGRAMOS SAB A QUE  BAMOS  BAMOS PODER LOS AMO LA PUTA MADRE  Lo merec amos tanto nosotros el sue o ellos el equipo	0
1724	Qu  rid culas la puta madre me da sarna leerlas	1
1725	Quieres ver mi polla dura y sucia   Si tu deseas ense arla claro  	0
1726	Que asco la concha bien de tu madre ortiva hijo de puta te mereces lo peor 	0
1727	  C llate hijo de tres mil puta vos sos tambi n responsable de lo que pasavos tenes micr fono y defendes esto	0
1729	      C llate viejo odiador  escoria como t  ha tenido al pa s en la miseria por d cadas  lo  nico bueno es que ya est s viejo y est s m s cerca del infierno que nunca	0
1730	Me ha gustado un v deo de     Molotov  Frijolero En Vivo	0
1731	 Cu ntas veces se r e una mujer con un chiste Tres veces cuando se lo cuentan cuando se lo explican y cuando lo entiende	1
1732	ONLINE EN  Thalia peliroja canchonda en busca de una polla bien guarra   por    	0
1733	Si nos ense aran amor propio as  como nos ense an matem ticas el bullying el acoso la baja autoestima y la segregaci n tan evidente no existir a Todos nos apoyar amos y jam s nos sabotear amos Diario twittero 	0
1734	Me recibes as  para provocarme y que te folle ciertoeres toda una puta adicta a mi polla 	1
1735	  La violaron por salir a la calle as   NO VES QUE EST  VESTIDA COMO UNA PUTA es su culpa por provocar a los hombres	1
1736	    Iv n mejor trabaja pedazo de imb cil deja de paracitar en la politica escoria inutil 	0
1737	Permitir que el pa s se les llene de subsaharianos por obtener a cambio un t tulo mundial de f tbol es un precio muy alto que est n pagando los franceses por semejante baratija	1
1738	Lo estoy contando a sara lo que me pas  el  y me est  llamando zorra no es culpa m a ok JAJSAJAKSJAKSAKJSKJ	0
1740	Basta de victimizar a Cacho porque es de otra  poca Acoso y violaci n es lo mismo ahora y en 	0
1741	Perra pero callada me gusta	1
1742	Los eternos indocumentados los hacelotodo los vendelotodo los comelotodo los primeros en sacar el cuchillo los tristes m s tristes del mundo mis compatriotas mis hermanos 	1
1743	Lo  nico que debe votar una mujer son sus tetas cuando hacen deporte  	1
1744	    callate puta gracias	1
1745	          Pinche estupidapendeja y tu eres buena para ser puta	1
1749	A la se ora que est  hablando a pulm n con su amiga a cm de ella c llate de una puta vez	1
1751	Ana War ya puede inventarse la letra y llamarme hijo de puta que la voy a adorar igual  	0
1752	 se sentir  alguien libre de llamarme puta por ense ar un pez n	1
1753	  C llate perra ascerosa	1
1754	La insistencia en flirsteo sin correspondencia es Acoso  La violaci n es un delito No admito otra interpretaci n que justifique estas situaciones Ver video 	0
1755	Alguna de sus co secuencias no siendo las peores que las hay y graves sin papeles Una joven sufre seis fracturas tras ser arrollada por un grupo de manteros en la Gran V a  v a  	1
1757	  C llate perra es un rolon Perd n por no poner tweets todos emos 	1
1758	      Pues comemela	0
1759	Puta mereces ser venezolana por tu vida pasada de excesos con la britni y la linsy 	1
1761	Cuando mi crush dice que esta buscando novia es como la puta madre mirame a mi aki estoy yo mi amor donde tengo q anotarme	0
1763	        Por una puta vez que me quedo callada me ech is mierda pues no sab is con quien os hab is metido	0
1764	  Callate cara de jud o burgues exiliado zapallo deja de robar que no tenes talento hijo de puta tenes menos talento que un rengo en el basquet hijo de puta seguro sos pedofilo o retrasado para hacer un humor tan de mierda hijo de re mil puta	0
1767	no me importa c llate zorra quita novias	1
1768	Me ha gustado un v deo de     ASALTO A LA VALLA DE CEUTA  Guardias Civiles heridos Y el gobierno	0
1769	  callate una vez q toy feliz lo quiero compartir china puta	1
1770	Dos contrataciones que no pueden jugar Sudaca est n dando a entender que la PRIORIDAD es la liga ojo busquen el significado de PRIORIDAD eso no quiere decir que vayan a olvidar las otras si se dan los resultados aun priorizando la liga maravilloso	0
1771	  Lo de escoria tambi n es digno de un orador	0
1773	Lo bueno es que me dijo gracias y no callate puta como siempre 	1
1774	  Qu  perra tan inteligente mereces una galletita 	0
1775	T  los traes por tus santos ovarios y luego pretendes carg rselos a otros Anda y vete a la m  	0
1776	  Se justifica sino tenes pruebas e inventas una violaci n o acoso para dejar mal parada a la otra parte hoy es f cil hacer eso	0
1777	    Callate perra y no	1
1778	      O en el de las mujeres con sus historiales de acoso yo violaci n a cuestas que se encuentran a una se ora con barba y pene en el vestuario	0
1780	  Estoy en mi pueblo La Castilla profunda No todos tenemos la suerte de pueblo grande como tu ZORRA	1
1781	 Qui n les dijo qu  una mujer es puta por tener una vida sexual activa  En qu  pinche siglo viven	0
1782	Lisa agradece que tenes un due o con coraz n porque te mereces que te ahorque perra hdp	1
1783	      Callate la boca tilinga perra fr gida castrada	1
1784	Deber a sacar un libro donde se cuente todas las veces que me han deseado la muerte por tonter as Esta puta payasa me deseo la muerte dos veces por un puto dibujo de mierdaPara echarse a re r 	1
1785	    JAJAJAJAJAJAJAJA ya s  pero t  eres una perra yo soy bien buena y Sof a se aprovecha de mi nobleza	1
1786	        De su co o moreno y todo por no mirar el puto estudio de la UNODC para Europa	0
1787	Lo tuyo y lo mio no es oficial pero tu no eres cualquier puta tu eres especial	1
1788	    T  eres un poeta pero sin puta idea de f tbol Si hace mal su trabajo a la mierda Aqu  o en Per 	0
1789	Puta es puta y se trata como puta mujer es mujer y se trata como mujer	1
1790	  LA PUTA MADRE CALLATE	0
1792	Y eso traducido ser a para la concha tuya que me est s spoileando todo y voy re atr s callate la puta que te pari  	0
1794	    Hijo de puta Se merec a una pateadura	0
1795	el indocumentado marica donde est  	1
1796	  el juego de puta madre tio te lodigo y el video la risa te tendria que ense aryoajjaja mentira  cuidate bro	0
1797	  Empiezas de puta madre el a o jeje Me alegro la ostia por ti bro te lo mereces	0
1799	La vecina grit ndole a su madre guarra guarra guarra guarra que no haces nada guarra imb cil imb cil si te estoy diciendo que te esperes te esperas gilipollas  me oyes gilipollas guarra guarra tengo una Dakota de vecina Enfin	0
1801	Permuto  millones de dolares por  bolivianos indocumentados que pululan por las calles argentinas haciendo piquetes manteros narcos y planeros 	1
1803	Tres indocumentados narc ticos y armas fueron asegurados durante un cateo domiciliario en Calexico    nicaBC 	0
1804	  Claro es que ha puesto imb cil y muchas se han dado por aludidas por eso ahora est n con ella a acoso y derribo	0
1806	  Callate vos que me mandaste al frente zorra jajajajajajajja	1
1807	  Jajajaja que perra mi amiga si a esas nos vamos t  eres to dan en puter a	0
1810	No estas mal solo por mi otras cosas tambi n te tienen mal viste te digo que te calles y seguis gran puta estas loca vos jajajajajaja basta 	1
1811	  C llate vos porque sos mas zorra que la china Su rez	1
1813	    tu callate un mes perra	1
1814	    Lo peor que ni da ni puta gracia LoL tu eres  l  nico subnormal que le mira cara de eso pinche meco que le qlea	0
