	text	Task1
8408	    Dont be such a cunt Joann LOL Nov th has come and gone the Wicked Bitch of The Eas  	non-sexist
8409	    Keep following you bitch wannabe cunt I am important to you because I am your God I wi  	non-sexist
8410	  Well you cock sucking bitch from Fl  keep your fucking cunt mouth closed  look for fire	non-sexist
8411	allies  year old brother is calling me a cunt and a bitch bc I asked him a question	non-sexist
8412	You re a bitch ass cunt  	non-sexist
8413	You left me in the dark for some bitch that had a kid while you were in the pin but yet you still chose that dry cunt over your son how sad	non-sexist
8414	Conte being a little bitch as per Get sacked already you average cunt 	non-sexist
8415	  biTCH I LOTERALLY WAS THIS YOU NEVER TRUSTED MY DRIVING ENOUGH CUNT WHORE BITCH	non-sexist
8416	  I just realized I used whore instead of cunt oh how the tables have turned	non-sexist
8417	  u cunt fuker of a dog whore of a grandma	non-sexist
8418	Ive been called a son of a whore and a cunt today already Its not even  yet	non-sexist
8419	  You cant call anyone a whore when youre taking up the ass from your father cunt	non-sexist
8420	  but Im not a mean girl OK I was once but is calling my bestie a cunt and a whore so bad Oh an  	non-sexist
8421	Just walked past this women and she goes Hello you cunt Im crying 	non-sexist
8422	But the plant gets devoured by the animal and the animal devoured by us because nature rather like I spoke of women before is a cunt	non-sexist
8423	I refuse to be a stuck up judgmental hypocritical boring non progressive cunt just to put other women streamers down	non-sexist
8424	But anyway my point is  men dont lose sleep wishing they were Nicer like other men are Women do Try not to Im not saying be a cunt	non-sexist
8425	I didn t realize girls who wear huge bows in their hair called other women  cunt   Northern Bell s  must be bred t  	non-sexist
8426	      Youre a cunt for judging women by what they chose to do Hate to break that to you	non-sexist
8427	Cunt again It was odd how men like Suggs used that word to demean women when it was the only part of a woman they valued	non-sexist
8429	Aw aye so putting men and women together justifies sexual assault  what a daft cunt 	non-sexist
8430	I have called more men the word cunt than I have women because in my experience more men are cunts than women are	non-sexist
8431	Trust women and support their decisions them make in their pregnancy and don t be a cunt	non-sexist
8433	  WOMEN ARE STUPID AND DUMB AND MAN IS SMART AND RAPE IS OK	sexist
8434	    Bitch do you think those women are stupid Dont even try to kiss and lick their ass  The  	sexist
8435	White women are stupid 	sexist
8436	  Shes an uppity racist bitch and those women are stupid for being there and giving her the time of day	sexist
8437	    sometimes WOMEN are stupid too Majority of white women voted for a sexist misogynist pig	sexist
8438	  oh but they do Then they go around and bitch how all women are stupid golddiggers because they went to  	sexist
8440	To accept this notion proves women are stupid 	sexist
8441	Women are stupid They get cheated on and approach and fight the side chic Bitch who cheated on you Who Stupidity is unbelievable	sexist
8442	sucking my own dick cause women are stupid	sexist
8443	you know your women are stupid just like youre bitch please did i fuck you what importance do you have in my life are you retarded 	sexist
8444	So a woman shouldnt be questioned if you does a Bobbitt on him in his sleep Women are stupid to let ANY man bea  	sexist
8445	Reason   why some women are stupid af 	sexist
8446	    She just keeps digging that  women are stupid if they didn t vote for me  hole deeper and deeper	sexist
8447	Because some women are stupid 	sexist
8448	RT   Because some women are stupid 	sexist
8449	      She clearly thinks women are stupid Bitch needs to take a seat	sexist
8450	RT         She clearly thinks women are stupid Bitch needs to take a seat	sexist
8451	RT   i personally think that men who beat women are cowards and men who rape women are stupid and full of scum both were not rai 	sexist
8452	I called my ex wife a cunt all the time She acted like I just called her a dork or something White women are stupid	sexist
8454	  Your lady probably is a bitch though Most women are bitches and whores A woman who wants you to f  	sexist
8455	Women are bitches  time this bitch in BAL asked me to fill in on higher bracket tennis leagueI did  won but hadnt registered 	sexist
8456	Any woman that likes me is a bitch All women are bitches	sexist
8457	SINCE YOUVE COMPLETELY PROVEN YOURE A COMPLETE BITCH THEN YOURE JUST A COMPLETE BITCH FOREVER AND IF YOU ARE ALL WOMEN ARE BITCHES	sexist
8458	lmao as if this cunt gives a fuck about women with anxiety 	non-sexist
8459	  you guys nailed it Ive had  seperate fits of hysterical laughter and I didnt even make it to the school yet	non-sexist
8461	If you need a laugh or if you have HD Youll get that in a sec these are hysterical 	non-sexist
8462	  You are a hysterical moron 	non-sexist
8463	    Lolol thats so not RIGHT Hysterical Talentbites in the end doesnt it Thanks for being you though	non-sexist
8464	doesnt make u better than anybody else its about what you do and that a silly title based on GPA is ridiculous and absolutely hysterical	non-sexist
8465	  you lost me to hysterical laughter at hotdogs on legs 	non-sexist
8467	  Noely I see youve become hysterical since I last saw you Dont blam you one bit youre in Qld right	non-sexist
8469	    Congratulations Jo You are the most hysterical person Ive ever encountered on social  	non-sexist
8470	          Thats hysterical though you didnt mean it to be	non-sexist
8471	Absolutely shameful  month sentence Woman jailed for false rape allegation against police officer 	non-sexist
8472	I don t know one woman who has not experienced harassment the gamut from demeaning comments all the way to rape    	non-sexist
8473	Male logic is a woman should get life for accusing a man of rape but an actual rapist shouldnt	non-sexist
8474	If any woman is a victim of sexual assault I pray you read the   timeline having an ex who was a victim of rape tell me she was and	non-sexist
8475	Doing an even bigger eyeroll at the famous TW tweeting their sick little pornified rape fantasies we see you dude  NO WOMAN says that	non-sexist
8476	Brilliant stone a woman after rape there is no scandal 	non-sexist
8477	  Thank you for celebrating Sri Foodnaath day Please take action against that woman for refusing rape  	non-sexist
8478	Even if a woman goes to a nude beach  doesnt warrant sexual abuse assault or rape  stop victim shameing  	non-sexist
8479	This is whats so worrying At one end asking a woman out for coffee On the other rape It misses what actually  	non-sexist
8482	      Says the woman who supports rape	non-sexist
8483	Also just because a woman has been drinking is not a invitation to rape  	non-sexist
8484	    Says the woman who votes for rape enabling criminal and supports killing babies	non-sexist
8485	    See you are doing it again No woman who is criticizing McGowan is saying or thinks jokes about rape are ok	non-sexist
8486	  I cannot imagine any woman who does not have a sexual assualt or rape or both even more than once Sad  	non-sexist
8487	 Tunisians try to rape Lampedusa woman                  	non-sexist
8488	The   as currently constituted is merely a cunt hole Theres a lot of scum in there   Just bolted out of the mire	non-sexist
8489	  u fucking cunt u wanna fuck me duck hole cack lord bafaf EXcuease me i wang to flout ur hbox please suck me dadd top  gay	non-sexist
8490	Giving You A Sneak Peak Of Her Hot Little Cunt Hole 	non-sexist
8491	Looooooooool I can t believe  BEN WOTTS  aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him weird cunt 	non-sexist
8492	k i come on to twitter to make fun of you but i dont fucking need to bc you do it yourself fuck off cunt hole 	non-sexist
8493	  Also cunt hole is redundant	non-sexist
8494	Getting my monster prolapsed cunt totally fucking destroyed by the one and only VERSFFLA  my hole is so fucked up  	non-sexist
8495	FYI Mariah rhymes with Pariah which in German rhymes with washed up has been cunt hole 	non-sexist
8496	Johnny Castle loves always wet warm fuck hole of Rilynn Rae with tiny bottom and trimmed cunt 	non-sexist
8497	    Ole fat neck ass nigha  Release the motherfucking song  I ve had it with you cunt holes	non-sexist
8498	Xd   tight hole lost  Kids   ok cunt penetrate    	non-sexist
8499	    Fat cunt most likely made the hole lmao	non-sexist
8500	Love seeing how girls publicly compliment each other Oh wow Stunnerz BaeAnd in the same breath send private texts to their friends saying the same person is an instawhore  attention whore  Dcraving attention seeking skank with dumb shoesHilarious 	sexist
8501	  So THIS doesnt matter as long as hysterical women dont interrupt the important white mens business matters	non-sexist
8502	  Poor little SJWsnowflake so confused and fragile You hysterical leftists havent resisted anything Your winter will never come	non-sexist
8503	Why would u play with my pure heart u fucking hoe bitch	sexist
8504	    Really do tell Hysterical Strange tweet you got there Hysterical is supporting POS    	non-sexist
8505	ugly skank bitch 	sexist
8506	THEN STOP SAYING IT CHRISTINA  fucking pussy stfu stop jocking her she dont be worried bout you you acting like flight	sexist
8507	honestly a bitch didnt deserve shit this whole year or whole fuckin life so why q bitch always complaining ugh fucking hoe	sexist
8508	           Brutal  shaming  Tad hysterical don t you think	non-sexist
8510	Bitch be starting lmao sis do what you preach Speak for your fucking self you fucking cunt	sexist
8511	  Hyuna made people pay attention to her message And even when the entire public was against her she never changed who she was and what she stood for No matter how often she was slut shamed She is THAT fucking bitch She will always be THAT bitch	non-sexist
8512	  I didnt hear you saying anything when you husband was talking about grabbing women by the pussy Thats ok tho Go play in the garden in your stilettos and stfu	sexist
8513	  Not having Merrick Garland as SCOTUS is absurd But Im just a hysterical woman right asshole	non-sexist
8514	  Now people want to attack eminem because hes older and they think hes garbage People have the balls to talk shit now because they think revival is weak and whack but BOYY Why didnt you pussy fucks respond back then Scared to get bodied Doesnt matter YOU STILL ARE	sexist
8515	I could not care less what the porn model skank thinks	sexist
8517	   right on the money as always   Coulter Booker and Harris competing for Most Hysterical Woman	sexist
8518	to everyone saying hyuna ruined edawn and pentagon needs to shut the fuck up she didnt ruin it yall who complained and sent hate to her did because of yall sensitive and jealous asses this is what we actual fans get	non-sexist
8519	Suck a dick and choke you bitch	sexist
8520	  No they dont get it Were a bunch of hysterical women as they put it	sexist
8521	  First ima smack that ass then eat that pussy from the back then wrap your hair around my hand while I choke you and slide in slow and long strokes tease u then start pounding that pussy	sexist
8522	Stfu you taking all this shit and I still make more money than you do you broken depression pussy ass bitch	sexist
8524	Stupid dumb bitch I hate stupid dumb bitches Like stfu You dumb ass hoe Im so angry That youre dumb and stupid You make no sense Look at you talk out of your mouth Lmaoo BITCH you mad ignorant Be quiet bc you embarass yourself Sorry youre right i am less intelligent	sexist
8525	I hate bitches that are always mad at the world for no reason like bitch stfu and be happy hoe	sexist
8526	  What a liar  get the story I paid him k after the fact because he attacked me What a skank and so is every woman who looks the other way on this story because of the greater good	sexist
8527	STUPID FUCKING CUNT ASS CUNT BITCH DIDNT STOP AT HER STOP SIGN AND TOTALED MY FUCKING CAR THAT I USE TO MAKE FUCKING MONEY OH MY FUCKING GOD YOU STUPID FUCKING BITCH	sexist
8528	    Oh calm down you hysterical woman	sexist
8529	  He growled as he looked up at her ohohohoh She was going to get it when he returned to normal You fucking bitch You slimy fucking whore I will fucking remember this you stupid bitch He said through clenched teeth as some  blood dripped down from his mouth	non-sexist
8530	  Thats a real low blow to hysterical women	sexist
8531	Love on my new ones and the   remix been Wiked In all fairness how can you not skank to these 	non-sexist
8533	im single  its staying that way for a long time because I hate all you pussy niggas	sexist
8534	  BITCH you shouldnt be putting it out there cunt nugget	sexist
8535	  Im not sure you should be calling ANYONE a hysterical woman	non-sexist
8536	  I thought you were leaving the country you washed up skank ass	non-sexist
8537	  I dont have Ovaries or a Vagina and I refuse to put women in jeopardy because they do Prochoice isnt pro abortion its womens right to choose if you cant get pregnant from rapeSTFU	sexist
8538	  LMAOO you pussy What those emojis mean	sexist
8539	    you gonna shut the fuck up pussy	sexist
8540	instead of telling young women to dress appropriately teach young men to NOT rape that NO means NO and to love accordingly  	non-sexist
8541	The pain of a woman being targeted as a purely pleasure object goes beyond the physical its a rape of the soul  	non-sexist
8542	     hysterical women in the US Senate	sexist
8543	Shut the fuck up Brandon You never cared about his Superman You and a bunch of your buddies are the reason his character was butchered in JL since yall wanted more fun and smiles Stop with this fake caring act for clout	non-sexist
8544	Youre legit an asshole Man or woman act your fucking age Show respect for others Have decency to talk about things as an ADULT that you supposedly are Dont be a fucking cunt about things ESPECIALLY if youre in the wrong	non-sexist
8545	Every fine fucking bitch i see is my ex hoe	sexist
8546	first goes to bitch ass janelle FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers	sexist
8547	How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a  million apartment and pay for a  million wedding Have the Clintons ever gone back to Haiti    	sexist
8549	  Hard to figure which was the more hysterical woman Cory Booker or Kamala Harris	sexist
8550	  so women should be seen and not heard stay in the kitchen and cook dinner while pregnant  	non-sexist
8551	      Bitch stfu stop acting like a fucking cunt	sexist
8552	When a woman says shes a fan of a certain sport or team  you berate  quiz her incessantly on playersstats just to make her feel stupid and basically to prove her wrong youre a fuckin ass hole Women are allowed to enjoy sports without knowin all the specifics Fuck off	non-sexist
8553	Bitch ima wear an anklet bc its cute af lmao stfu	non-sexist
8554	I stand with the victims of sexual harassment or rape No matter if theyre a woman or a man A rape is a rape what  	non-sexist
8555	  I didnt see any hysterical women did you How mysoginist of her	non-sexist
8556	bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan  theres pics of my gma in miniskirts in the s in iran another country destabilized and vilified to drive american profit	sexist
8557	  Long rape scene Even though there was no sex scene in the movie and the woman agreed to a rape fantasy then stopped it LOL	non-sexist
8558	Stfu you lie out the gate lol tf you except  You want pussy out the gate 	sexist
8559	      Says the supporter of a woman  that literally protected  threw every woman under the bus that accused her President husband of rape affairs etc Pleeeeeease STFU or educate yourself	sexist
8560	  Shut the fuck Up you pussy    	sexist
8562	Gelinzon Sandwich Maker Sweeps From the Kitchen Authority Enter today	non-sexist
8563	    Should our country be run by a couple hysterical women	sexist
8564	  What is your racist skank of a wife up to now 	sexist
8565	on women is no suprise i hope interest on the show will lead someone to make her page and show her amazing work in trauma for rape victims	non-sexist
8566	Leaving a pot on the stove can burn more than just your dinner Always stay in the kitchen while cooking More tips here	non-sexist
8567	Which one comic creator would you most like to meet and why Bobby I would like to meet the comic legend Frank Miller So he can give me a refund for Xerxes The Skank Original   speaks about his comic work            	non-sexist
8571	      If you ever say women get hysterical over this issue again Im gonna drive down there  spit right in your face Our lives our health our ability to make so many life choices andor being able to afford any of them aare on the line here Help us or STFU	non-sexist
8574	Free Brutal Pickups Videos youporn stripper skank com porn pics sdms free brutal pickup girl com free porn lindsey russian mypickupgirls my sisters upskyrt streetpickupstube brutalpickups	non-sexist
8575	Youre fucking hysterical I dont know if Ive ever been in a ts channel with you where I was laughing my ass off  	non-sexist
8577	  Weinstein must be your daddy you fat slob Both of you are ugly af and I guess need to rape women to get  	non-sexist
8578	  the clean version dubs out the line such a fucking hoe for such a filthy whore which i swear  god is actually more offensive	non-sexist
8579	  Oh dear because you dont agree with him you describe him as hysterical BTW m didnt vote Leave	non-sexist
8580	  Yeah tell them theyre a fucking fool for believing statistics that say  of women fantasize about rape	non-sexist
8581	  And you are a hysterical Cunt	non-sexist
8582	  This is what infuriates me Kangaroos are hopping around like theyre so bad ass and all the while they are complete vulnerable to attacks from above Jump out of a tree Choke hold body scissors and its over Night night bouncer dog thing	non-sexist
8583	HOW FUCKING DARE YOU LOOK AT HER WHILE CALLING HIM HIS SPIRITUAL SON YOU CUNT FUCKING BITCH	sexist
8584	  Thats rich coming from the hysterical woman who didnt get the right seat on an airplane	sexist
8585	Important Appeal from GM Police for information re attempted rape of young woman at Green Lane Patricroft at   	non-sexist
8586	shut the fuck up Jonghyun died as a decent person who made a lot for the music industry not as a women abuser bitch	non-sexist
8587	Woman Who Accused Nelly of Rape Wants to Drop the Case Will Not Testify The woman who accused rapper Nelly of sex  	non-sexist
8589	  I have a script about a woman overcoming Rape I think you d be PERFECT for it	non-sexist
8590	  Shut up Mickey you pussy little bitch      	non-sexist
8592	Do you get up off the couch and stand for the Anthem when youre at home Then shut the fuck up	non-sexist
8593	Yes I have a job And Im pretty damn sure u dont make remotely close to what I make a week working  hours than what u make working  hours so shut the fuck up I clearly said on the thread I had time yesterdaywhore	sexist
8594	No room for full explanation here but regarding the hysterical women at the Kavanaugh hearing the word hysteria is from a Greek word meaning wandering and disconnected uterus There you have it	sexist
8597	  Youre not going to die so shut the fuck up moaning and get in with it	sexist
8598	  did you fight for women Ever Did you fight against the AESO in our recession Did you acknowledge sustainability in the context of our energy industry Ever Shut your stupid fucking cunt mouth	sexist
8599	  fuck you pussy suckin bitch	sexist
8600	     you dont have to be a skank anymore He the skunk done you wrong Someone standing up and exposing your philandering immoral husband is a hero    	sexist
8601	Agreed I think Cory is the most Hysterical Woman there Am I wrong	non-sexist
8602	    stfu bitch nigga who told u to talk hoe	sexist
8603	  The Queen of Hysterical Women tweets bitterly terrified of losing her crown	sexist
8604	  And ya know what Thats why they abuse and rape their women because they are such assholes that any  	non-sexist
8605	  Because nobody wants to watch a nasty skank bitch run her mouth	sexist
8606	I recently read a book with a passage between a woman and a powerful man I had to ask author if it was rape or nah Thats how blurry it is	non-sexist
8607	Hating men is an important part of feminism why cant these men serving brats just shut the fuck up	sexist
8608	I get a high off of how miserable your life is because you truest deserve it and it s hysterical 	non-sexist
8609	  Those pics look like theyre from someone mocking the kind of people who would disrupt hearings Like if SNL was fair and made fun of these people the exaggerated version of a hysterical woman disrupting	sexist
8611	    Grant you the first point but it was a joke more than an insultAbout the second point though calling an hysterical person hysterical doesnt set anyone back There are hysterical women and men bitches and douchebags ass	non-sexist
8612	Still baffles me that Baylors football team can rape women w literally everyone knowing including the police and nothing is done abt it	non-sexist
8613	URGENT PLS SHARE this man is trying to rape women he sees walking towards Manhattan on the Washington Bridge if yo can identify him please call  	non-sexist
8614	Your skank ass disgusts me so much	sexist
8615	Youre such a fucking hoe I love it  that new Kanye and Lil Pump I stan kings that make women feel comfortable about their sexuality	non-sexist
8616	  Stfu bitch you sound like a whole ass pussy bro no one cares	sexist
8617	    Bitch stfu you was just talking shit about her stop tryna get clout fat neck hoe	sexist
8618	Bitch stfu I didnt asked you something dumbass hoe And obsessed Shut you dirty ass cause we all know esme was so obsessed with me that she keeped subtweeting about me LOOOOOOOOL	sexist
8619	  If you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of th Avenue without losing a vote you can kindly STFU about uplifting discourse	non-sexist
8620	Have you ever felt like crying when you saw a Woman whos a victim of Rape  	non-sexist
8622	Theres this dude on my FB whos dumb patriotic  is anti Kaepernick saying troops like him make the real ultimate sacrifice yadayada  im just like dude youre fucking National Guard youre not even real Army bc youre too pussy to be active duty youre not sacrificing shit stfu	non-sexist
8623	  Ann I thought Most Hysterical Woman was engraved on the participation trophy they gave you at the GOP convention Bless your heart	sexist
8624	  for you Cuz no one else cares when I post it but Im pretty sure you like it Get your skank on	non-sexist
8625	        You are a pussy stand up or shut up put youre head above the parapet  make a stance or keep taking the MP wage  STFU x	sexist
8626	    I was referring to the fact I stated women rape men but you couldn t handle me stating so	non-sexist
8627	Ofcourse she does not A woman who can laugh at a teen rape victim cant not have any values in my eyes She can go  	non-sexist
8628	Ladies do not be ashamed for having lustful needs You want dick Book a dick appointment Want pussy Go and eat pussy Why women need to feel shameful for fucking guys but praise men for fucking girls	non-sexist
8629	Why do y all blame the woman for what she wears when it comes to rape That shit is WRONG	non-sexist
8631	    sugar you should have witnessed a true Jason classic last night Cherry Falls I was hysterical	non-sexist
8632	Man taylor tweeted this cause i aint stay in the kitchen w her why she cooked dinner lmfao	non-sexist
8634	  Can you please stfu and stop lecturing your colleagues you sound like someone doing a fake lady plantation owner accent Pussy	non-sexist
8636	oh my god yall non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we dont need your fucking opinion on the matter im so fucking done with yall for fucks sake just shut the fuck up	non-sexist
8637	ACG is hysterical How do you suspend the govt Who decides The mob the BBC or a specially convened conferenc  	non-sexist
8638	    Good morning Maam Is your AFSC t I noticed the parcel in the pic and was wondering Im shipping to BMT real soon and would like to ask you a few questions if it is	non-sexist
8639	To the guys that loved memade a relationship with cheated on me made false promises Go fuck yourself and I hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch 	sexist
8640	  YOU ALWAYS HAVE MY DICK ONCE YOU START USING MINE AND YOU WILL NEVER FEEL YOU PUSSY IS EMPTY AND ONCE YOUR PUSSY STARTS TASTING MY DICK IT WILL NOT ACCEPT OTHER DICK IT WILL DIE TO HAVE MINE ALL THE TIME FUCK U BABY	sexist
8641	MUMMY NO bitch youll call me DADDY as you choke on my big dick Youll call me DADDY when I bend you over and strech that cunt wide  split you in two DADDY knows best                      	sexist
8642	  Hysterical woman tweeting again	non-sexist
8643	  Stfu nigga you a fake stealing peoples name for clout how do you feel goofy bitch Go ahead and block me pussy you will have more comments coming	sexist
8644	Everyone wants to put women who make false accusations of rape in prison for life but dont even fight to put ACTUAL rapists in jail	non-sexist
8645	    ALWAYS BELIEVE WOMEN ALLEGING RAPE coughunless the perp is someone we like then forget it cough	non-sexist
8646	  Another Woman Has Come Forward With A Very Detailed Rape Allegation Against  	non-sexist
8647	    Indeed a woman who was raped  and who was distraught that a man made a joke about that rape 	non-sexist
8648	BITCH STFU IAN CONNOR AINT A FUCKING ARTIST The life of one but he aint a artist Know shit before you speak	sexist
8649	  damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy	sexist
8650	  I thought you already had the title Oh wait you said most hysterical WOMAN	non-sexist
8651	Are you fucking kidding me James Corden Making jokes about women being molested and raped This is rape culture 	non-sexist
8652	    Hysterical woman does in both cases I dont think Booker would mind given his proclivity for deliberate histrionics	sexist
8653	bitch stfu yall call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch	sexist
8655	  Perhaps Ann meant to tweat that she wished she herself had been present to compete for the most hysterical woman Regarding Kavanaugh as Harris  Bookers questions revealed I felt that he was less than decisive forthright with his answers    	sexist
8656	  Wtf is that skank bitch Kate here I dont want her on my tv	sexist
8657	Why Would You Do This To My Young Fairly Innocent Heart You Fucking Hoe Bitch	sexist
8658	  Please men do not wink at women in the workplace Dont harass catcall grope rape either	non-sexist
8659	I dont know anything about that man but I know no woman is obligated to accept his apology for a rape joke cry about it	non-sexist
8660	Sexual harassmentsexual assultrape are NOT  NEVER ok As a man I stand with every single woman whos been through this     	non-sexist
8661	my bitch cunt supervisor can never keep my name outta her mouth	sexist
8663	Sounds like      are still competing for most hysterical woman at the hearings     dont pay you to clutch pearls or perform one act plays Get your sht together     	sexist
8664	  How many more women FBI sir have to report rape by Harvey Weinstein  before you arrest him  women are not enough for you	non-sexist
8665	  You look like a straight pee on stfu pussy ass nigga	non-sexist
8666	Im such a fucking cunt bitch and i dont even mean to be goddammit	non-sexist
8668	Im so sick of this hoe speaking on me bitch you dont know SHIT STFU	sexist
8669	  AnnIncluding Sen Cory Booker as part of your Most Hysterical Woman Come on now you cn do better than that This is so beneath your intellectual acumen and although I disagree with most of what you say come up with something more original or creative in the future	sexist
8670	  Hysterical Woman you dont speak for me or other women in my household	sexist
8671	    Disespect not the biggest problem Told a woman her husband tried to rape me She did nothing  	non-sexist
8672	  Lmfao shut the fuck up with your Brentwood Academy havin ass Yall have one of the worst QBs in the league as far as TDINT ratio go but you hate on every other quarterback Sit your pussy ass down and get swept by the Titans again	sexist
8673	Lets find this entitled little skank and make her life hell for as long as it takes to teach her a lesson Portland Oregon someone knows her	sexist
8674	  Has it been a year already Are you looking forward to giving up your most hysterical woman tweeting about seat swap on a   flight title	sexist
8675	    What have how many followers i have anything to do with this u dumb beach just be quiet and stay in the kitchen i obly use twitter for news	non-sexist
8680	PSAYoure a slut but you dont fuck meBecause you sound like a cry baby bitch shut the fuck up already	sexist
8681	    Revenge on Kieran why because he has found real love with some one else Possessions can be replacedShowing your true colours at last What you have put yur exes through your children through your poor mum STD ALERT get checked guys	non-sexist
8684	Don t tell me how u got a bitch drunk An then u took her to the crib to bust her sounds like rape to me	non-sexist
8685	  Some golddigging skank has stupid opinions	sexist
8686	  Unless cow tipping is classed as physical assault you should shut your fucking whore mouth i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo	sexist
8688	      Women Are Offended by his Porn  Rape Essay Stating  A Woman Enjoys Interc  	non-sexist
8689	It s hysterical that some as big as   keeps filing PFAs If I were the judge I d take one look at her and say  bitch you good  	non-sexist
8690	  Simply put	sexist
8691	We were inside the train car when I started to cry You were crying too smiling and crying in a way that made me even more hysterical	non-sexist
8693	I fucking hate this bitch Naga on   Stop interrupting people you ignorant cuntYoure not the expert STFU	sexist
8694	Me too is about rape and sexual assault way to make it about yourself you cunt 	non-sexist
8696	stfu bitch	sexist
8697	We wouldnt appear hysterical if youd STFU the FIRST time we try to talk Js	non-sexist
8698	So far its  women and at least three rape accusations but sure go on and believe it was one woman looking for m  	non-sexist
8699	  MELISSA YOU RE HYSTERICAL  I AM GIVING YOU A HAPPY DANCE FOR TODAY 	non-sexist
8700	Confessions of a mother fucking bitchI keep checking the cooker switches and front door like Craig off corrienation streetI cant stop eating Im going to a hole full of depression HELP ME	non-sexist
8703	      You won  You actually take time to post you won  Fucking hysterical So bad	non-sexist
8704	  Are your children safe living with a skank like you I certainly hope not	sexist
8706	fucking cunt whore slut pussy bitch fuck you	sexist
8707	  Funny The hysterical Kamala moves into the lead for Most hysterical woman  	sexist
8708	  Clay if this is sarcasm its really bad shut the fuck up If the hats were described as womens yo bitch ass wouldnt want one	non-sexist
8709	  Did you make this Its hysterical XD Really really accurate about that group The only thing mis  	non-sexist
8710	Cant fall asleep someone come choke me till I pass out you can do whatever you want to my body after Im passed out                                          	non-sexist
8711	  Look at miss sandwich maker trying to talk shit Bitch you work for ESPN You instantly know nothing about hockey Shut up	sexist
8712	My grandmother was a maid Those were the only gigs avaliable to dark skinned women in the very early s Through her skil set she became a top home economics professional for Chicago wealthy whites Sent my pops to Unv Chicago aunt to northwestern Stfu lil bitch	sexist
8713	    Just choke on your salad sandwich already Those Men did not die during the Gulf War and do you really think that it did not play on their conscience why they were fighting They still went anyway You are directing your crap at the 	non-sexist
8714	      Youre dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up pussy	sexist
8715	  You must listen to my dad wrote a porno  it will make your shifts hysterical	non-sexist
8716	  Love the uniforms So classy when compared with hysterical women protesters	sexist
8717	  No doubt cory wins most hysterical women his eyes are popping out of his head foaming at the mouth	non-sexist
8720	Im the funniest person I know the fuck u talking about sPEAK FOR YOURSELF GIRL	non-sexist
8721	You wouldnt know this   but historically hysterical women are the ones with spines	sexist
8722	lol men refer to rape allegations as witch hunts when the real witch hunts  brutal violence meted out to women  racialized populations	non-sexist
8723	Package Thief Slips And Breaks Her Leg  Instant justice via   Stupid fucking bitch Deserved every bit of that Cunt LOLOL	sexist
8724	  Fuck up you pussy ass scammer	non-sexist
8725	      you can state what you want But dont bitch when you are called out for perpetuating rape culture	non-sexist
8726	STFU Like we need your worthless  cents of wisdom Go crawl back under your rock	non-sexist
8728	Guilty Man did rape woman on Darlington riverbank 	non-sexist
8729	  Coming from a hysterical woman	non-sexist
8730	  You guys really are hysterical  and not educated Nice try  	non-sexist
8731	Fuck yeah you pussy boy	non-sexist
8732	  Says a hysterical womanhustlercon artistgrifter	sexist
8734	Im so sick of people treating me like SHIT then try to come back in my life after they changed Fuck you fuck your growth cause idgaf skank bitch	non-sexist
8735	of i wanna scream ppl that STUPID Cube is the shitty company cube is cancelled NO edawn and hyuna went against rulesofc cube pissed bc they didnt even listen to them what are you thinking sm jyp yg all of them will do same just shut the fuck up anymore	non-sexist
8736	dan humphrey is an annoying skank bitch	sexist
8737	  Too bad you have to be a skank in order to stay relevant	sexist
8738	      There is an   fridge magnet on sale Of course it can stick to any metal thing WE DO NOT HAVE TO STAY IN THE KITCHEN	non-sexist
8739	  happens to women everywhere not only rape but sexual abuse and pple still ask what she did to provo  	non-sexist
8741	you ever just see a random woman on the street and want to choke slam her to the ground pour gasoline in her cunt and light her on fire	sexist
8742	  Stay in the kitchen you whore	sexist
8743	Stfu pussy	sexist
8744	  Point blank men do not have to pretend or sneak into places to rape women They can do it easily anywhere The idea that bathrooms protect anyone is a falsity It doesnt Spend time actually doing things that DO protect people like convicting rapists	non-sexist
8745	  that your sissy slut bitch whore mouth needs to be gagging	sexist
8746	  Hysterical woman is the new Nasty woman we will make a hat for that	sexist
8747	  Hitem with your purse you pussy	non-sexist
8748	More women accuse Weinstein of rape 	non-sexist
8750	Nigga hatin on me you pussy boy dont start it	non-sexist
8751	Oh good its that time of year when women bitch about men watching football why is this a thing Why dont you shut the fuck up and enjoy the game k bye	sexist
