	text	Task1
3802	    Lo mereces pero quedando con nosotras perra mala	non-sexist
3803	O me convert  en vampiro y la luz solar est  comenzando a provocar efectos terribles para mi salud o esta goma est  perra	non-sexist
3804	Mira rolitranco el mamagueva tu eres una puta y eso vas a seguir siendo toda tu maldita y miserable vida y punto y he dicho Fin del comunicado	sexist
3805	Yo no soy tuzorra Tu eres quien lo golpea Lo veo todo 	sexist
3806	no puedo creer lo que ronca mi perra y encima cada vez m s fuerte hijA CALLATE	non-sexist
3807	Formas sensatas de subir el PIB   Bajar impuestos   Desregular   Fomentar la natalidad   Prohibir a la izquierda  Formas absurdas de subir el PIB   Dejar entrar a millones de subsaharianos	sexist
3808	  Comemela a mi jejeje	non-sexist
3809	    que te calles roger joder puta hostia mierda joder	non-sexist
3810	Zorra Colauamante de morospensando en votantesSi t  eres atea desgraciada 	sexist
3812	No os voy a ense ar lo guapo que est    hoy porque soy una puta ego sta de mierda	sexist
3814	Las mil y un historias del G ero en su instancia en Boquillas	non-sexist
3815	Ya c llate a la verga pls men quiero comer en puta paz	non-sexist
3817	En que se parecen las mujeres a los semaforos que despues de las  nadie las respeta	sexist
3820	     Para ti llamar a alguien hijo de alba il es un insulto T  eres escoria	non-sexist
3821	Hola Tu eres la ex de mi novio Si Hola te tengo un regalo  awn que es comida para perros PERRA 	sexist
3822	Est n ya detenidos estos salvajes indocumentados 	sexist
3823	Ascazo de negratas 	sexist
3824	  Jajajaja gracias amor y callate que vos tambi n est s re perra	sexist
3825	  Existe mucho acoso y violaci n a los derechos humanos dentro de los planteles Ojal  que se atiendan de manera eficiente ya que muchas veces quedan en el olvid  las quejas y se siguen cometiendo atropellos	non-sexist
3827	conversaciones con mi hermana  Nerea baja el volumen del m vil por favor  C llate zorra	sexist
3829	  Tu eres mi puta tu no cuentas 	sexist
3831	Yao muerete de una puta vez vengo de parte de dosogas coscu army renzo y muchos youtubers mas tu eres un tocapelotas primero insultas a una conductura de tv despues amenazas a renzo a fabriml y haora a quien vas a amenazar andate a la mierda hijo de la gran puta   	non-sexist
3836	En el hormiguero est n ense ando los filtros de snapchat como si fueran una novedad Qu  puta pena	non-sexist
3837	    Hola reyna tu eres cncowers y apoyas a esta uggly zorra no lo puedo crerr	sexist
3839	  a en las  ltimas  horas han muerto  personas debido a la ola de calor Se trata de un hombre de  q trabajaba en las obras de una autov a otro de  al realizar labores agr colas ambos en Murcia y un indocumentado que fue encontrado tendido en el suelo en Barcelona	non-sexist
3841	SI YO MANDARA EN ESPA A AQUI NO ENTRABA NI CRISTO SIN PAPELES QUE SE VALLA A SU PAIS 	sexist
3842	  Tu eres de los culeros a los que les tengo que agradecer estos aumentos no Hijo de tu puta madre por culeros priistas como tu es que nos imponen estos aumentos de mierda gracias hijo de tu puta madre	non-sexist
3845	Aqu  un imb cil de er grado Con el ingl s y el espa ol vas a casi todo el mundo Y eso lo saben bien aqu  en USA A ver d nde cojones vas con el catalufo 	sexist
3846	  callate infeliz hijo de puta sos una mierda tenembaun sos un hijo de puta y ahora te haces el solidario andate a la puta que te pario mierda sorete de periodista	non-sexist
3848	  Callate la boca que pareces mas gobernada vos que yo y eso que supuestamente estas sola ni a la plaza salis perra	sexist
3849	El capitalismo necesita gente sin papeles para sostener la precariedad laboral Urge un verdadero y fuerte plan desarrollo rural Hay muchos pueblos abandonados y otros en v as de serlo Hay sitio y riqueza para todos Hay que organizarse	non-sexist
3851	  Hijo de mil puta atorrante   A OS DE C RCEL TE MERECES 	non-sexist
3853	  C llate perra que a ti te espera el mismo destino de maduro y cabello ahora se la tira de correcta porque no lo hicistes aqu  corrupta de mierda	sexist
3854	Igual vas a recibir lo que mereces Perra	sexist
3855	    Que te calles basura vosotros no sois clase trabajadora ni sois nada sois escoria con la que acabar y echar de este pa s	non-sexist
3856	  A VER ZORRA ENFERMA ME VAI A ENSE AR PORQUE PUEDO PUTEARTE Y Y Y Y TRAER SPRINCK SI SE ME DA LA GANa sprinck	sexist
3857	C llate escoria 	non-sexist
3858	  Pues sisi no llega intentar secuestrar a otra no lo pillan y la hp de la novia callada como una zorra	sexist
3859	  C llate puta que vos sos c mplice	sexist
3860	  ay c llate no mames est s divina puta	sexist
3862	Para que Si tu eres una perra tienes  qlitosl i miss you 	sexist
3863	Tan misteriosos son Dejen chismosear al pr jimo 	non-sexist
3864	Por eso seremos siempre unos subdesarrollados sudacas 	non-sexist
3865	  Hemos empezado de puta madre si seguimos este paso llegaremos a las cuevas antes de que rajoy diga la pr xima gilipollez	non-sexist
3866	Aveces me pregunto si a esas chavas no les ense aron algo de valores vestirme como puta actuar como puta y llamar la atenci n est  cabron	sexist
3867	      C llate hijo de puta Ponete a laburar chorro Narco	non-sexist
3868	  Traidor hijo de puta  carcel comun te mereces basura  sos una lakra Timmerman 	non-sexist
3871	    Es perra T  eres homoanimal y ella lesbiana No eres su tipo ni ella el tuyo	sexist
3872	  Hasta la puta polla ya tio Lo siento pero Cepeda NO merec a quedarse joder	non-sexist
3873	  eres lo que ya sab amos una aut ntica basura una escoria  lo m s marrano que pulula por las redes Im Imb  Imb cil	non-sexist
3874	    Rui si tu eres una perra enamorada	sexist
3875	    Y tu eres m s escoria defendiendo al corrupto gobierno	non-sexist
3876	Sobre la inmigracion haitiana en general y en nuestro caso a Chile Leerlo por favor   	non-sexist
3877	Te freseas g era  	non-sexist
3878	Alguien por favor me puede decir cuando en una denuncia por acoso o violaci n COMPROBADA la sociedad se ha puesto de lado del agresor Es para una amiga 	non-sexist
3879	  Solo por cosas as  mereces pena votar a   s  molesta a la esa escoria algo bien est n haciendo	non-sexist
3880	Descanse en paz Federico El G ero Del Toro perosonaje muy querido en    y adem s padre del cineasta tapat o   Guillermo Del Toro   	non-sexist
3882	EnTwitter Mu rete maldita puta me destruiste no mereces la vida p drete en el peor de los infiernos Ex y eso Me es una canci n jaja	sexist
3883	momento del d a vero y yo cogidos de la mano mientras me dice es que t  eres muy zorra	sexist
3887	Cansado de la puta vida tu eres el unico motivo por el que sigo en ella	non-sexist
3888	Comemela toda estrujala muerdela esta como una piedra en cuanto te la meta te rompo S  ten is alg n aporte y quer is que os lo suba yo mandarmelo por MD que lo preparo y os lo subo si quer is os menciono y si no no 	non-sexist
3890	Puta que me buena callada de hocico 	sexist
3891	Lo quiero tanto al gil culiao me hace los d as con sus tonter as Odio que me lleve la contraria pero puta que lo extra aba No te alejes m s peque o Zky 	non-sexist
3892	Dicen que pa cada hija eh puta nace un hijo eh putay yo creo que t  eres el m o	non-sexist
3893	    Si ese Wey es un lacayo t  eres la puta del PRI	non-sexist
3894	  Mira Sara mejor c llate puta Si la gente que trabaja en aeropuerto tiene un trabajo que hacer y si no lo hacen Todos tenemos derecho de usar nuestras voces para que oigan hagan su trabajo bien	sexist
3896	  Oigaaaa usted s  es ilusooo JAJAJA adem s t  no eres perra t  eres perr sima	sexist
3898	En mi calle un pavo gritando  SUDACA DE MIERDA VEN AQU  QUE TE MATO QJE BAJO HEMOS CA DO LOS MARROQU ES IND GENA DE MIERDA  Y bueno yo me sorprendo a medias de la estupidez humana	sexist
3900	  Llevar esa prenda de vestir puede suponer un riesgo de muerte para toda la gente que est  en un radio de  m de esa persona	non-sexist
3901	  Y la vida de los ni os con cancer perraque murieron por aplicarles quimios falsas perra Mereces morir en la hoguera	sexist
3902	El profe diciendo que nada de apodos y que s lo hay que hablarnos por nuestro nombre y a los tres segundos G era p sele al frente	non-sexist
3903	  c llate perra unas birras despu s de toda la mierda familiar navide a	sexist
3905	Conductor que transportaba indocumentados es arrestado en Eureka via           	non-sexist
3907	  Puta callate   cami callame   Puta como tas hoy turra eeee dsps no arrugues cuando t coma la boca	non-sexist
3908	  Sigo pensando con el v mito en la garganta a punto de echarlo que a estos hay que gastarlos y al juez tambi n Por muy bruta que quede en este momento hasta la castraci n me parece poco	non-sexist
3909	  C llate hijo de perra 	non-sexist
3913	SE LO MEREC A TANTO LA PUTA MADRE VAMOS FLORENCIA ES SEMIFINALISTA	non-sexist
3914	    Jajajajajajajaj callate puta dmierda	sexist
3915	En Hollywood las mujeres son acosadas sexualmentepero se lo habr n inventado Kevin Spacey es acusado de acoso sexual por otro hombre y que curioso que a este no lo pongan en duda	non-sexist
3916	  que pedazo de hijo de puta vendido al poder la gente te juzga y si te encuentran por ahi te van a repudiar como mereces	non-sexist
3918	Cuando valen dice que esa chica es mas puta jajajaja almenos nos llevamos bien odiando a la misma persona	sexist
3919	  Ese es el tipo de escoria que en las escuelas de Catalu a son contratados para ense ar curiosidades a nuestros adolescentes en las jornadas de  Actividades Culturales Hablo de lo que conozco y he visto	non-sexist
3920	Pinches rid culas doble moral primero dicen que odian la infidelidad pero andan defendiendo a otro que es igual de puta a ellos NO MAMEN	sexist
3921	  Safate perro hijuelagranputa q putas hablas mierda perro basura bastardo son los pocos adjetivos q te mereces escoria	non-sexist
3922	  puta hetero que te calles	sexist
3924	  Mina  YO QUE CARAJOS SE  NO TENGO NI PUTA IDEA DEL PORQUE ME QUIEREN A MI  HASTA PIENSO QUE TU ERES MUCHO MEJOR QUE YO	non-sexist
3927	    C llate tu  Perra	sexist
3928	seniel deja de decir tonterias de una puta vez vale gracias	non-sexist
3929	Luna vete a hacer un v deo con el Ni o Polla imb cil	non-sexist
3932	        Mejor tu c llate zorra que t  pides likes a tus fotos horribles en Facebook y est  bien fea jajajaja 	sexist
3933	  Callate c nico hijo de puta No ten s cara Sos la crema de la hipocres a Cag n cag n y mil veces cag n Gran parte de esto es todo tuyo	non-sexist
3934	  paloma c llate la boca que sos de flaca hija de perra una envidia	sexist
3935	La puta madre no te ense aron a golpear la puerta 	non-sexist
3936	Aula  chica de jersey amarillo con rayas No me importa una puta mierda lo que te entre en el examen C llate por favor 	non-sexist
3937	      Reverendos hijos de puta dejen de provocar a la gente	non-sexist
3944	 Sabe cu l es la visa que beneficia a indocumentados v ctimas o testigos de cr menes  	non-sexist
3945	  Cualquier motivo es bueno para ense ar carne eh zorra 	sexist
3946	  HIJA DE PUTA C LLATE AJSJAJAKAJAJAJSJ	sexist
3947	Hoy ando oliendo a mujer   Se me olvid  la llave del locker de la gabacha en la casa por lo que una compa era me presto la de ella y huele a puro Fraiche 	non-sexist
3948	En   a detuvimos a un sujeto perteneciente a la UOCRA tras arrojar basura en la v a p blica y darse a la fuga con  pesos de los que no pudo explicar su procedencia Circulaba sin papeles reglamentarios Intent  sobornar a los efectivos con dinero 	non-sexist
3949	Ese puta necedad tuya de que las mujeres tienen que ser serias calladas y no tener voz fuerte me da ganas de gritar hasta estallar	non-sexist
3951	Tranquila est n a la espera de entrar a nuestro pa s  subsaharianos Cuando haya m s manteros y los peque os comercios tengan que cerrar ese d a defiende a tus taxistas de corbata  y tu libre comercio Ideales Vividores del postureo   	sexist
3952	      c llate perra	sexist
3953	    C llate hijo de puta te insulto como vos lo hiciste con el Pte de C mara De Diputado cargo q te queda grande imbecel trepador y traidor no te quieren ni tus hijos SORETE	non-sexist
3955	        La puta madre  me dejaste callada perdida enamorada por eso quiero m s quiero m s quiero maaaaastu mirada ay ay ayyy tan solo en un segundo  soy fan de este tema JAJAJAJAJ	non-sexist
3956	    Sos un hijo de puta pero te mereces q te de un sanguche de milanesa	non-sexist
3958	El secretario de Estado Jos  Mar a Lasalle recuerda que las mujeres son las mayores v ctimas del acoso a trav s de las plataformas digitales  V a  	non-sexist
3960	Quiero ser igual de dedicada que el g ero	non-sexist
3961	  C llate zorra que se me ha metido un virus	sexist
3962	Maldita perra desalmada el sufrimiento te lo merec as t  	sexist
3964	 Que es una mujer inteligente un travesti	sexist
3966	Por suerte no le gustan los tatuajes m s vale q no te hagas ninguno en la cara porque te pego   	non-sexist
3967	Hermano el que el que dice puta a una mujer ofende al hombre tambi n porque si las mujeres son putas todos nosotros somos cabrones y aparte como le dir amos a la mujer que nos pario madre puta o puta madre 	non-sexist
3969	  Muy de imb cil es el insultar a otro por compartir su sexualidad plus zorra es un insulto que se ha desvirt a liado con el tiempo originalmente se refer a a aquellas que son astutas En fin ni para insultar vales Un besito	non-sexist
3971	  C llate conchetumare e insulta a la madre perra culi  Mamon culiao	sexist
3972	El Madrid dando pena con el moromierda argelino delincuente de Florentino de capit n ya puede estar feliz el dictador y sus oficialistas Mucha mierda por comer con ese pedazo de mierda con el  a la espalda	sexist
3973	A ver cielo  sabe tu co o a la polla de mi marido porque si es as  tambi n me lo comer  muy a menudo 	non-sexist
3974	  el cerebro de la mujer esta conectado al culo Porque cada vez que piensan la cagan	sexist
3975	 Por qu  las modelos tienen una neurona m s que los caballos Para no cagarse en los desfiles	sexist
3976	  callate puta q ibas a ir	sexist
3977	  Escucha tu   cl sico latinoamericano favorito  Sinton zanos a las AM por              	non-sexist
3978	Se habla mucho del debate de anoche  Podr a SEMEN alg n d a participar en la pol tica 	non-sexist
3979	    Si eres gay eres una escoria y no mereces derechos	non-sexist
3980	A los a sudacas nos despreciaron y somos sus nietos Arrogantes y con s ndrome de Nuevos Ricos Met nse Europa en el tujes 	sexist
3983	Todas las perdonas g eras son bien maricas	sexist
3984	  ammmmmmmm vos sabes que no me gusta nadie callate perra	sexist
3986	  vos callate puta del orto 	sexist
3987	Maldita escoria muerete callate malditos comunistas de mierda ladrones basurasacabaron con wl mejpr pa s del mundo porquerias humanas 	non-sexist
3988	Trabajan por la mitad del sueldo no pagan impuestos no generan renta sacan la plata del pa s y no aportan un culo Hablo del venezolano que vot  por Ch vez que est  indocumentado y que es un par sito	sexist
3991	Prisi n preventiva contra jefe policial acusado de violaci n y acoso sexual  En audiencia inicial el juez de Paz de Guazapa resolvi  este d a enviar a prisi n preventiva al inspector de la Polic a Nacional Civil Pablo de la Cruz D az Bernabe a qui 	non-sexist
3992	  Cada vez ense ando mas el culo la babosita y Carmen parece sirvienta con esos trapos jajaja	sexist
3993	  Se clava en tu culo y empieza a follarte r pido No gru o angustiado me remuevo angustiado y me dan con una cuerda en la espalda mientras el t o te folla el culo rodeada de vomito sangre y dolor	sexist
3994	      C llate hijo de puta no sabes ler para empezar pendejo de miarda	non-sexist
3995	A quien le dices zorra pendeja tu eres el juguete nuevo pues dejate de joder zorra matate   solo taba cargando siempre la cargo aire y yo no soy el juguete de nadie soy una persona  matat 	sexist
3996	  Vos callate que por vos puse el tiene que ver al novio puta	sexist
3997	Pq la canci n esta bien puta y tu eres tan puta que la cambias 	sexist
3998	 y vas provocando  y te violan por guarra que te lo buscas  y si te resistes te matan y si no te violan pero eh haberte resistido m s  y pero hab a bebido Dijo que no Qu  llevaba Es ligona  y la sociedad sigue dando asco Lets change that	non-sexist
3999	En que momento esa ni ita se volvi  tan Puta Solo sube fotos ense ando las bubis	sexist
4001	Mis padres tienen  a os de casados y  hijos y yo ni siquiera puedo ense arle a mi perra que haga del ba o en un s lo lugar	non-sexist
4002	  C llate putilsa fumona borrachas puta barata borracha vulgar 	sexist
4003	Y tu eres una zorra mala que lo sepas jajaja 	sexist
4004	  De timerman ni puta idea que le pasa pero videla se merec a morir asi como la mierda que fue y entre la mierda	non-sexist
4005	Comemela   Solo buscaba algo de paz me despierto cada d a en medio de un hurac n 	non-sexist
4006	Ten a raz n el g ero cuando hablabamos de habitar ciudades enormes y ciudades chiquitas	non-sexist
4007	        C llate t  zorra 	sexist
4011	        La idea est  la polla con cebolla pero obviamente no todos van a entrar por desconfianza pero entrar n los que quieran ir y tengan confianza	non-sexist
4013	  Quiero que me hundas tu polla en la garganta Akemi Dijo jadeando en su oreja mordi ndola con fuerza acabando  l provocado Por supuesto obedeci  y se movi  hasta su en frente para quedar dispuesto ante  l de rodillas con las manos en el 	non-sexist
4016	Pobrecitos los pobres negratas se han asustado de ver una cosa de hierro que anda sin ayuda de  us 	sexist
4017	  T  eres una perra jajaja	sexist
4018	  C llate ya un poco con Isco que es una puta peonza	non-sexist
4019	  puteando desde j venes por eso perdiste la virginidad con un idiota te lo mereces por puta	sexist
4021	      que te calles hijo de puta	non-sexist
4023	  CALLATE CAMILA LA PUTA MADRE	non-sexist
4024	  Te amo la puta madre Te mereces todo esto	non-sexist
4025	Todo Hollywood denunciando acoso y abuso y violaci n bla bla	non-sexist
4026	Y pase lo que pase no vot is a una mujer que no podr  ocuparse de su cargo por tener que cuidar la casa y lavar la ropa del hombre  	sexist
4028	  Pues dispuesto a ser un amo muy exigente empinarte a mi gusto y nalguearte como te lo mereces por puta cachonda y zorra	sexist
4029	CALLATE GUARRA 	sexist
4030	  C llate que a  l lo amas que a m  perra tambi n te quiero un mundo Sos de fierro Brendita	non-sexist
4033	Despu s del asalto frustrado en Plaza Norte creo que el gobierno debe expulsar inmediatamente a los Venezolanos indocumentados a los que manejan sin brevete y a los que venden el alfajor a  en los sem foros	sexist
4034	  Eso se pasa con un simple PERRA YA CALLATE	sexist
4035	  T  eres una pinche perra	sexist
4036	Ya era hora co o una puta actuaci n como se merec a bravo Cepeda  	non-sexist
4038	 Respira Sheida No te alteres  C llate de una vez no quiero escucharte escoria 	non-sexist
4039	Y con dos monjas diciendote que te calles la puta jeta JAJAJAJAJA ay  fuiste mi mejor a o xDD 	non-sexist
4040	  HAS RECORTADO A GOD N HIJO DE PUTA NO TE MERECES VIVIR	non-sexist
4041	Monica dejate de tonterias Nerea lo ha hecho de puta madre  yo no veo nada q objetar  	non-sexist
4042	  sos m s perra vos que ella callate	sexist
4043	  Que te calles puta parguela xd	sexist
4044	  No todos somos morenistas ZORRA ubicate nadie te quiere no opines por mi ademas si eres profesional pol tico no estar as lamiendo huevos pero eres una ZORRA y despotricas contra quien te pagan para hablar mal PERRA l rgate a tu pa s aqu  	sexist
4046	Que se lo lleven a   Km de la valla de Ceuta 	non-sexist
4047	  No mereces m s comunistas tampoco Son una escoria para el pais Donde se meten queda la escoba y fracasan No entiendo como existen todav a	non-sexist
4048	Ese nefasto invento de los planes hace que toda esa escoria violenta tenga tiempo para inventarse guerritas imb ciles en lugar de invertir su tiempo en pensar c mo van a obtener un ingreso legal y honestamente trabajando	non-sexist
4049	Si quieres ense ar a hacer algo a un perro ense alo bien y con amor no reventandolo a palos hijo de la gran puta de vd los que maltratan a los animales merecen la peor de las muertes asi lo digo	non-sexist
4050	El nefasto ministro de   Marlaska acude a   para ver si los moromierdas son tratados correctamente y no para interesarse por los   quemados 	sexist
4051	  tu novia es una perra Tiene las mismas tetas que una perra pre ada JAAJJAAJA Que asco Tanto Ego que tienes mmgvo	sexist
4052	Imag nate si hubiera sido g ero hubiera sido mas mam n	sexist
4053	Cuando me visto de color blanco me veo m s g era How O sea 	non-sexist
4054	  c llate perra te sigo d nde quiera	sexist
4055	 Voy a ense arle a esta perra como se trata a un hombre  LMAO IN LOVE WITH EL TITI 	sexist
4056	  No tienes globitos en tu perfil que te follen zorra no mereces vivir	sexist
4057	Aaaa les quer a ense ar estas fotos del s bado que me sent a bn perra 	sexist
4059	  No se puede decir m s gilipolleces y m s tonter as juntas en tan poco espacio no tienes ni puta idea de lo que est s diciendo	non-sexist
4060	  tenes un tribuna de la puta madrees increible te mereces todovamos que sos campeona	non-sexist
4061	 Cu l es la cosa m s inteligente que ha salido de la boca de una mujer La polla de Einstein	sexist
4062	  Difundamos Movimiento SEMEN Un RT de ayuda	non-sexist
4066	 Qu  hacen tantos subsaharianos de pie en la Plaza de   s sin hacer nada 	sexist
4068	  madre m a Gustavo c llate la puta boca de una vez si no quieres hacer m s da o Todos los hombres son gilipollas perdidos no saben medir hasta d nde se puede hablar y hasta donde no si no se quiere hacer da o	non-sexist
4069	  Comemela t  a mi a ver si acabas alg n d a	non-sexist
4071	  Lo unico que quiero es que te calles hijo de puta flequillos	non-sexist
4072	Y pensar que la perra desgraciada me muerde cuando trataba de ense arle trucos o a saltar la cuerda 	non-sexist
4075	  ahora decidle al imb cil que ten is de entrenador que ladre algo sobre Cristiano A CHUPAD POLLA retrasados	non-sexist
4076	  Callate hijo de puta ojal  tengas un hijo como yo	non-sexist
4077	CALLATE YA NO TE PUEDES ESTAR RIENDO CADA PUTA FRASE CALLATE A LA VERRRRRGA YAAAA	non-sexist
4078	  CALLATE CINICO HIJO DE PUTAYO TE VI APLAUDIR CUANDO LA KRETINA LOS LLAMABA CARANCHOS	non-sexist
4079	A la puta cama de puta c llate la boca anormal	non-sexist
4080	  Si eres imb cil ahora te jodes	non-sexist
4081	Catherine Deneuve contra las protestas de   por los acosos sexuales  La violaci n es un crimen Pero la seducci n insistente o torpe no es un delito ni la galanter a una agresi n machista     	non-sexist
4083	    Zorra tu eres el dolor y se Le va a poner remedio no te preocupes	sexist
4085	La gente que dice que pasa en los putos libros que tienen en la cabeza me da igual que sean  que  p ginas c llate la puta boca	non-sexist
4086	     C mo diablos un indocumentado Haitiano tiene cinco fichas y no lo deportan despu s que cumple prisi n V DEO Haitiano apresado por asaltar y violar joven dijo que no supo lo que hizo  estaba borracho       	sexist
4087	ULTIMA HORA Las autoridades alertan unos  subsaharianos  se preparan para otro asalto a la valla QUE MANDEN AL EJERCITO	sexist
4088	  Callate infeliz eres una perra de los cubanos	sexist
4089	    callate puta	sexist
4090	  Pero si t  eres la perra	sexist
4091	Asiaticos devastados por la Guerra hoy tienen mejor estructura que Chilito Cosas Sudacas 	sexist
4093	Yo no soy envidioso pero te veo con el y me pongo celoso  dile que tu eres la que quieres que yo nunca te acoso  se que lo que hacemos es peligroso siempre chingamos  arrebato viendo todo borroso	non-sexist
4094	            ERES UNA PUTA GUARRA	sexist
4095	Es lo peor q existe en el mundo si Brisa es para vos te odio pelotuda de mierda zorra inmunda te odio imb cil	sexist
4096	  Ya callate puta 	sexist
4098	      C llate que te hable y te puse que estaban para las pelis puta	sexist
4099	El enojo de una mujer es como la luz de Check Engine no tienes ni puta idea qu  est  pasando y es mejor esperar a que se apague solo	sexist
4101	  Ah no ella no es zorra es libre el que es imb cil es el que tiene pareja y no hace m s que ir detr s de otros XD	non-sexist
4102	Rescatan a  indocumentados en Guadalupe Victoria municipio de       	non-sexist
4104	Y yo y   porque es sudaca tonto 	sexist
4106	hoy mismo hemos subio nuevo track   segundo corte del proyecto   	non-sexist
4107	Alooo pero tu eres perra obvio se iba a convertir en perro para que le gustaras duh 	sexist
4108	    Vos tambien callate y contestame los wpp perra 	sexist
4109	  Que te calles la puta boca que tu existencia me repugna gilipollas	non-sexist
4110	 Y si dejas de alimentar la cultura de la violaci n y el acoso mejor Uno viste la hue  que se le antoje 	non-sexist
4111	Russell Simmons recibe nueve denuncias m s por violaci n y acoso sexual 	non-sexist
4112	    Pero c llate perra que lo lo hab a visto xD	sexist
4113	  No fue de violaci n ni de acoso ni nada sino de irresponsabilidad y ni siquiera da la cara	non-sexist
4114	Solo me encanta provocarlo ser su puta especial ser su ni a en sus piernas ser tan dama cuando gime ser tan esencial en su vida ser su se ora mi se or Natacha 	non-sexist
4115	  Q ya lo sabemos callate ya puta	sexist
4118	  Vos callate zorra y devolveme la corona	sexist
4119	   C llate Zorra insensible	sexist
4121	Acoso insultos  el separatismo vuelve a ense ar los colmillos tras el  xito de Bruselas  v a  	non-sexist
4123	Los     y   nos visitan en   a a trav s de la   el   el   de calle y la ilusi n en las tardes de   Espect culos de magia y     	non-sexist
4124	A una g era y una pelinegra  	non-sexist
4125	  Pasalo de puta madre ni o a disfrutala que te lo merecesno me eches de menos jajajajaja	non-sexist
4126	Vamos a ver   Es cierto que los que tratan de saltar la valla de melilla o cruzar el estrello viven una mala situaci n Es cierto que no son culpables de dicha situaci n y es nuestro deber prestarles toda la ayuda que podamos	non-sexist
4128	  Han echo de puta madre en ense arte ahora vamos unos pocos a tomar algo jajajajaja	non-sexist
4131	La rubia es Lucius y La rubia segunds Andrea Las otras ya sois la gabacha la locha la enana 	non-sexist
4132	  C llate Yegua Puta Culiada hija de Montoneros Mal Paridos	sexist
4133	El problema sieeeeempre del alumno No es que los alumnos no quieran aprender es que no tienes ni puta idea de c mo tratarles y ense arles	non-sexist
4134	Esto me record  a la se ora que vi ayer en el super ense ndole a la hija de unos  a os a cantar que perra que perra que perra mi amiga 	non-sexist
4135	Los huracanes con nombre de mujer son m s letales 	sexist
4136	Estamos en  y una mujer es llamada puta zorra trola por tener muchos amigos	sexist
4139	  no sabes cuanto	non-sexist
4140	  Pues a est  se or le va de puta madre	non-sexist
4142	No tiene ni puta idea de lo que pasa en Argentina pero tiene que hablar el tonto de la polla para decir tonter as 	non-sexist
4143	  Hoy Rivera ma ana Casado a la valla de Ceuta a hacerse la foto y a competir a ver quien es mas facha de los dos Pero  acaso saben de que hablan 	non-sexist
4144	  No lo necesitas porque los hombres no todos no sufren de la opresi n y acoso que reciben las mujeres mi vida	non-sexist
4146	  Roxy t  eres la Diosa del sexo la puta inmejorable Despu s de ti lo mejor debe ser un tr o con   y contigo 	sexist
4147	Casual estar en la feria de chelem y que digan en un juego  como dicen los gabachos por atr s se siente gacho  Jajajaja	non-sexist
4149	flor vigna te mereces todo la puta madre	non-sexist
4152	Una ayuda para promover el movimiento RT SEMEN   Gracias hombre	non-sexist
4153	Cuando voy a un traslado llevo la gabacha arrugada y la pijama cloreada y rota de un lado	non-sexist
4157	Nuria Vandenberghe considera a los subsaharianos integrantes de una banda organizada al estimar que el asalto fue llevado a cabo a trav s de una organizaci n minuciosa no fue un acto espont neo 	non-sexist
4158	Ense ndoles desde peque as a amar mi polla 	sexist
4159	  Maga Zorra Amiga te mereces esto y m s ojala este pibe valga la pena y te llene de sonrisas   Maga Zorra Q te corra la tanga y no el RIMMEL NO LA PUEDO NO AMAR	non-sexist
4160	  Publica una foto con una polla metida en tu culo bb	non-sexist
4161	Casi una puta hora esperando al tonto de   Te voy a matar PD de nada por el spoiler te lo mereces	non-sexist
4162	    Es super emponderante ser puta  es un trabajo no lo sabias Y vender tu cuerpo y a tu hijo ya ni te cuento Empodera la hostia Y ser gender fluid la rehostia Es el nuevo pack neoliberal Tres en uno	sexist
4164	    Callate sol puta cande no se dio cuenta por q sabe que estudi 	sexist
4165	 Es que solo sabes subir historias de tu perra  Es que hay algo m s que merezca la pena	non-sexist
4167	Entrar a Twitter Ver las  publicaciones nuevas Salir de Twitter Volver a entrar a Twitter Ver las  publicaciones nuevas Salir de Twitter	non-sexist
4169	Nadia me va a ense ar a ser una perra odia hombres la amo	non-sexist
4170	  Tu eres mi perra no te dare unfo	sexist
4171	  pinche gordo mediocre vete a la mierda junto a tu perra hija gorda eso y m s te mereces tu con tus decisiones insultas m s a la verdadera afici n	sexist
4173	Esto te pasa por ser una zorra Toma taponazo en la cara  	sexist
4174	      Sois poco menos que escoria No merec is gastar la m nima energ a en explicar o conversar con vosotros T  y tu amigo en las monta as de Galicia y Asturias hay grandes ubrescon las que pod is babear todo lo que	non-sexist
4175	Sacar a un imb cil borracho no es la mejor idea para acreditar la realidad del acoso que practican los golpistas de la estelada 	non-sexist
4176	Se nos rien en la cara   y a vosotros os suda la polla 	non-sexist
4177	Pero si no sabes una puta mierda de criminolog a ni de psicopat a anda c llate gilipollas 	non-sexist
4180	  AH NO q hija d puta sos mejor callate	sexist
4184	  Pero t  eres puta del PRI	sexist
4185	      Indignada Lo que es indignante es el acoso y la provocaci n qu  hac is con los famosos Bustamante Cayetano Jesul n Kiko es una pasada	non-sexist
4187	          Joder t o callate que soy un puto adolescente de mierda queriendo llamar la puta atenci n	non-sexist
4189	Puta madre que paliza les metieron a los Kliver madre m a no merec an morir asi  	non-sexist
4190	Nudos en la garganta que s lo tu polla puede deshacer	non-sexist
4191	   veces en media hora Pero esta chica es la puta ama LOL	non-sexist
4192	      Vaya pelis te montas m rate la puta cabeza primero y preoc pate de los dem s despu s Abusar y explotar no entran dentro de hacer lo q quiera y ser libre Ale A fregar	non-sexist
4193	Se acaba de reir jijiji CALLATE PERRA ME ESTRESAS	sexist
