	dataset	language	source	text	task1
4604	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
4605	SCB_ES	es	Twitter	@m_ebrard ???? UN FUERTE ABRAZO Y PRONTA RESIGNACI?N	non-sexist
4606	SCB_ES	es	Twitter	RT @PermanenteLa: @M_OlgaSCordero Dif?cil situaci?n creada por la ineptitud de la #4TCriminal. Vayan a pedir perd?n de rodillas a la zona h?	non-sexist
4607	SCB_ES	es	Twitter	@m_ebrard Distinguido Ministro, por favor revise este antecedente https://t.co/TNRGw2LJ7A	non-sexist
4608	SCB_ES	es	Twitter	@MajoGasconn @anaisnchz @M_OlgaSCordero y Lorena Villavicencio en la otra jaja	non-sexist
4609	SCB_ES	es	Twitter	@eccehomo777 @lopezobrador_ @M_OlgaSCordero @ArturoZaldivarL @Luis_C_Sandoval @AlmiranteSrio @AlfonsoDurazo? https://t.co/cQ9irxu8wN	sexist
4610	SCB_ES	es	Twitter	@LOVREGA ah? te va otro hombre feliz feliz	non-sexist
4611	SCB_ES	es	Twitter	RT @m_ebrard: Un avance relevante para la ratificaci?n del T MEC https://t.co/r6Zjh5w1qC	non-sexist
4612	SCB_ES	es	Twitter	@LauraSoledad6 @Unfifms1 @JoseCardenas1 @lopezobrador_ @M_OlgaSCordero Si.los delincuentes	non-sexist
4613	SCB_ES	es	Twitter	RT @econokafka: Pejistas, ?se imaginan a un embajador de Fox, Calder?n o Pe?a con gorra del PAN o PRI? https://t.co/rBE1zKvduS	non-sexist
4614	SCB_ES	es	Twitter	RT @derecho_no: @GranCalavera3 Se les amaaaaa . Venga Mexico que la tierra , las banquetas . Es de quien la trabaja . Sin limites de crecim?	non-sexist
4615	SCB_ES	es	Twitter	"@acarpinteroc @m_ebrard @lopezobrador_ @MashiRafael Se est? dando asil? simplemente.
Que quer?as que se le cerrar?n? https://t.co/hQ7PRvJfiv"	sexist
4616	SCB_ES	es	Twitter	RT @DoliaEstevez: @Efren_Leyva @m_ebrard Su nombramiento como c?nsul en San Bernardino debe ser revocado. M?xico no merece otro papel?n com?	non-sexist
4617	SCB_ES	es	Twitter	@Jazzquetzalli @Izavargas2 @LuRiojas @M_OlgaSCordero Te invito a ti a investigar, s?lo has dado argumentos ad hominem.	non-sexist
4618	SCB_ES	es	Twitter	RT @JuanCar87429617: @beltrandelrio Y a la pinche ruca nefasta de @M_OlgaSCordero  ni la pelan. ?Por qu? no est? el la reuni?n de seguridad?	non-sexist
4619	SCB_ES	es	Twitter	RT @LuRiojas: Para los que se hacen como que no entienden qu? significa fortalecer grupos antiderechos desde el poder... https://t.co/RXR5h?	non-sexist
4620	SCB_ES	es	Twitter	RT @PerezBravoA: Como lo comenta @gfabianmedina , la instrucci?n del canciller @m_ebrard es la de definir y trabajar en ?reas y proyectos q?	non-sexist
4621	SCB_ES	es	Twitter	RT @M_OlgaSCordero: @omarfayad propuso crear la Comisi?n para la Protecci?n Integral de Ni?as, Ni?os y Adolescentes de la Conferencia Nacio?	non-sexist
4622	SCB_ES	es	Twitter	"RT @Mike_Oviedo: ""Si se hubiese dado la orden de continuar el operativo en Culiac?n, se estima que los muertos hubieran rebasado los 200"":?"	non-sexist
4623	SCB_ES	es	Twitter	Que alivio escuchar a esta Se?ora ya sabemos que las matanzas ya son siempre y en todos lados que alivio es normal? https://t.co/7qgPdfLOq9	sexist
4624	SCB_ES	es	Twitter	RT @BuzosNoticias: En @SEGOB_mx, integrantes de @AntorchaOficial protestan debido a que la dependencia que encabeza @M_OlgaSCordero ha nega?	non-sexist
4625	SCB_ES	es	Twitter	RT @LeonKrauze: Culiac?n y la raza negra. Aqu? @JorgeGCastaneda sobre las ABERRANTES declaraciones racistas de Gardu?o, el hombre que dirig?	non-sexist
4626	SCB_ES	es	Twitter	RT @derecho_no: Temas de importaci?n no tendremos m?s Wisky ni Aspirinas en Mexico ?? Los senadores NO  regularizan hacen incumplimiento a?	non-sexist
4627	SCB_ES	es	Twitter	@elisaalanis @mileniotv Y de esto no presumes en tus ma?aneras @lopezobrador_ @m_ebrard ? https://t.co/8FbyKj8AgP	non-sexist
4628	SCB_ES	es	Twitter	Descanse en paz	non-sexist
4629	SCB_ES	es	Twitter	@Pajaropolitico @lopezobrador_ @M_OlgaSCordero ?Se?ora! ?Acaba usted de descubrir el agua tibia! L?pez, su jefe? https://t.co/qgPrTQegfI	sexist
4630	SCB_ES	es	Twitter	@vmva1950 Sin modelos agropecuarios responsables con el medio ambiente e incluyentes adem?s de subsidios agropecuar? https://t.co/HQNvdsXyob	sexist
4631	SCB_ES	es	Twitter	RT @JoseLuisBeato: Excelente reuni?n con el Canciller @m_ebrard titular de @SRE_mx junto a los Secretarios integrantes de la @amsdemex. En?	non-sexist
4632	SCB_ES	es	Twitter	"@RepDeFiFidonia @M_OlgaSCordero Que tambi?n renuncie a sus condominios y departamentos de lujo.

O que de plano ren? https://t.co/Vw0E2QE2Rh"	sexist
4633	SCB_ES	es	Twitter	RT @JLozanoA: Gracias, se?ora secretaria, por dejarme esta carcajada en el rostro tras un d?a tan largo. Usted siempre tan ocurrente. ?Nunc?	non-sexist
4634	SCB_ES	es	Twitter	@VerdugoBLanco @MBarbosaMX @lopezobrador_ @M_OlgaSCordero @SSPTM_Puebla @SSPGobPue @Hechizero_38 O se ponchen las l? https://t.co/AwMGEQNVl9	sexist
4635	SCB_ES	es	Twitter	RT @Miguel88203505: @derecho_no @SCJN @M_OlgaSCordero @senadomexicano Senadores hag?n su trabajo hay gente enferma y medicamentos que neces?	non-sexist
4636	SCB_ES	es	Twitter	RT @nancyorosolido: @shiftybos @Eltiotonysoy @M_OlgaSCordero @AlfonsoDurazo @Irma_Sandoval @CitlaHM @fernandeznorona @martibatres @mario_de?	non-sexist
4637	SCB_ES	es	Twitter	RT @Ricar_peralta: Que la sensible partida de su padre Canciller @m_ebrard traiga recuerdos de su presencia entre sus seres amados permanen?	non-sexist
4638	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ @Luis_C_Sandoval @AlmiranteSrio @AlfonsoDurazo Gracias se?ora!	non-sexist
4639	SCB_ES	es	Twitter	Las dos adictas a la morog?ana	non-sexist
4640	SCB_ES	es	Twitter	RT @m_ebrard: Mi gratitud y aprecio a quienes me han felicitado este d?a. Gracias!!!	non-sexist
4641	SCB_ES	es	Twitter	Me mama lo pendientes que est?n de los mexicanos en otro pa?s y aqu? nos est? llevando la verga y nadie hace nada.	non-sexist
4642	SCB_ES	es	Twitter	@m_ebrard  por favor atiende este tema no manches o denigres la 4T @JesusRCuevas atento por este tema no hagan lo q? https://t.co/yOsZRJ94zD	sexist
4643	SCB_ES	es	Twitter	Vivir con miedo; 7 de cada 10 mexicanos consideran insegura su ciudad: INEGI | Video @tatclouthier @DraAleMont? https://t.co/6zj9jAlJBP	sexist
4644	SCB_ES	es	Twitter	@gustavo_ulloa @EjeCentral @SEGOB_mx @GN_MEXICO_ Acu?rdate que lopitos @lopezobrador_ y @M_OlgaSCordero? https://t.co/LiYuIu1NRF	sexist
4645	SCB_ES	es	Twitter	RT @jorgeramosnews: Cuba es una brutal dictadura. Son m?s de 60 a?os sin democracia, sin elecciones multipartidistas, con ferrea censura y?	non-sexist
4646	SCB_ES	es	Twitter	@IncheBorolas @serginhotorero @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Afortunadamente nunca he tenid? https://t.co/JwUPWjF7Ki	sexist
4647	SCB_ES	es	Twitter	"RT @jccharc: @m_ebrard ?Congelar tr?fico il?cito de armas?

Una de las 1,345 frases que, en la realidad, no quieren decir un carajo y jam?s?"	non-sexist
4648	SCB_ES	es	Twitter	"RT @cortes_ns: Estimados TODOS, siguen los incendios en BC  y el imb?cil del PGcristo sigue sin hacer nada! ??

@M_OlgaSCordero Se?ora es el?"	non-sexist
4649	SCB_ES	es	Twitter	RT @l37y: Jajajajajaja no pos... gracias se not? ayer su inter?s... https://t.co/VDdBODgBm2	non-sexist
4650	SCB_ES	es	Twitter	@mario_delgado @m_ebrard @Mx_Diputados @USCongress Chale !!! Puro naco ,borracho y mediocre .vamos a quedar en rid?culo .	non-sexist
4651	SCB_ES	es	Twitter	"Son de las cosas que ya no deben de pasar y si pasan hay que denunciar

@AlfonsoDurazo @GN_MEXICO_ @RicardoMonrealA? https://t.co/Jjb15fTWi8"	sexist
4652	SCB_ES	es	Twitter	Hey @lopezobrador_   tremenda inteligencia jef y en m?xico no pasa  nada. cuales disparos?  dice Do?a? https://t.co/mA9JvLO0CG	sexist
4653	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_  @GobiernoMX  @tatclouthier  @fernandeznorona @JucaNoticias  Ricardo Peralta Saucedo? https://t.co/YkBrMBWJKY	sexist
4654	SCB_ES	es	Twitter	RT @FelipeCalderon: De estos fariseos que se llenan la boca con ?el amor al pr?jimo? y el ?humanismo?, viene esta frase: ?No es posible ver?	non-sexist
4655	SCB_ES	es	Twitter	Ya basta de culpar a los gringos, es nuestra responsabilidad controlar las armas y a los hampones.	non-sexist
4656	SCB_ES	es	Twitter	Empiece a trabajar como Secretaria de Gobernaci?n, no le pagamos por trabajo de Edecan .	non-sexist
4657	SCB_ES	es	Twitter	RT @alejandromurat: Me re?no con la Sria. @M_OlgaSCordero, en compa??a del Consejero Jur?dico del @GobOax, @tinajerozenil; conversamos sobr?	non-sexist
4658	SCB_ES	es	Twitter	RT @avieu: @giampaolo_s @m_ebrard @ONU_es @lopezobrador_ Nom?s le falt? decir todo lo que se har? con la venta del avi?n presidencial ??	non-sexist
4659	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
4660	SCB_ES	es	Twitter	"RT @Gabrielabdz: Muy padre y todo su TVR pero no basta con implementarla si no hay mecanismos para hacerlo efectivamente. 

URGE atenci?n y?"	non-sexist
4661	SCB_ES	es	Twitter	@PrimeroMilitar #amloMIENTE hace un par de semanas vino la D.E.A. a pedirle al #pejendejo @lopezobrador_ la captura? https://t.co/2xHLngBLL8	sexist
4662	SCB_ES	es	Twitter	"RT @Milenio: ? ?C?mo le ha ido a @M_OlgaSCordero en la secretar?a de Gobernaci?n? 

Ella lo explica con @AlexDominguezB 
Entrevista complet?"	non-sexist
4663	SCB_ES	es	Twitter	@m_ebrard ?M?xico Vencer?? ?Qu? clase de cubanismo es ese? ??	non-sexist
4664	SCB_ES	es	Twitter	RT @SIAP_Mx: El secretario de @Agricultura_mex, V?ctor Manuel Villalobos, comparece ante el Pleno de la C?mara de Diputados. https://t.co/K?	non-sexist
4665	SCB_ES	es	Twitter	@GobiernoMX @INPImx @lopezobrador_ @SEGOB_mx @SSPCMexico @ONUDHmexico @SEMAR_mx @SEDENAmx @EJTO_FAM_GN? https://t.co/0xwKTgWIMf	sexist
4666	SCB_ES	es	Twitter	RT @andres_adn: @lopezobrador_ @M_OlgaSCordero por este medio les solicito de la manera m?s atenta que decreten el 2020 como a?o de Jos? Jo?	non-sexist
4667	SCB_ES	es	Twitter	RT @econoclasta: Lo presumen como un logro. @Ricar_peralta negoci? ayer con los lideres de la mafia de taxistas secuestraron la CDMX; hoy c?	non-sexist
4668	SCB_ES	es	Twitter	@fernandeznorona @AccionNacional @Mx_Diputados @M_OlgaSCordero As? estar? de vac?a en el 2021, vamos bien, no m?s Accion Nacional. ????	non-sexist
4669	SCB_ES	es	Twitter	@Ricar_peralta @SEGOB_mx @M_OlgaSCordero @Amotac @SCT_mx Y aqu? donde est? representada la ciudadan?a?? Los taxista? https://t.co/nbl2FP4S8Y	sexist
4670	SCB_ES	es	Twitter	RT @OCNF: NACIONAL | La renuncia de Titular de @CONAVIM_MX decisi?n de la @SEGOB_mx @M_OlgaSCordero https://t.co/KIsic9KldC	non-sexist
4671	SCB_ES	es	Twitter	@CaballeroMaicol @GobiernoMX @m_ebrard @M_OlgaSCordero @AlfonsoDurazo Jajajajaj te mamaste! Ning?n mexicano, en tan? https://t.co/G7s3RvNAo8	sexist
4672	SCB_ES	es	Twitter	@Alexkvz @DerHMex @inmujeres @M_OlgaSCordero Si est?s de atar yo no te voy a poner la conversaci?n, pero dices que? https://t.co/JQnRpZ7JhC	sexist
4673	SCB_ES	es	Twitter	@M_OlgaSCordero Y entonces, al siguiente presidente le va a tocar ofrecer disculpas por el desgarriate de ayer, y p? https://t.co/AHAuHvmifs	sexist
4674	SCB_ES	es	Twitter	"RT @RuidoEnLaRed: Un ""churro"" para no olvidar ??

La diputada Ana Luc?a Riojas Mart?nez le regal? un churro de mariguana a @M_OlgaSCordero ,?"	non-sexist
4675	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
4676	SCB_ES	es	Twitter	No mms	non-sexist
4677	SCB_ES	es	Twitter	@JLozanoA @M_OlgaSCordero Y si cambias de sexo Lozano ,a lo mejor podr?as ser candidata y en una de esas ganas ??????	non-sexist
4678	SCB_ES	es	Twitter	RT @serginhotorero: @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Primer acto: invitan a migrantes a transitar por M?xico rumbo al?	non-sexist
4679	SCB_ES	es	Twitter	"RT @Antizombies: Y entonces, ?para que sirven las reuniones diarias con el gabinete de seguridad, sr L?pez? 
No nos diga que la secretaria?"	non-sexist
4680	SCB_ES	es	Twitter	RT @m_ebrard: Lamento informarles que mi padre Marcelo Ebrard Maure falleci? ayer por la noche acompa?ado por el cari?o de la familia que f?	non-sexist
4681	SCB_ES	es	Twitter	@LuRiojas Ah? est? el v?deo!! Que m?s quieres??	non-sexist
4682	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
4683	SCB_ES	es	Twitter	RT @Notimex: ??Usted ha querido renunciar a su cargo??. Entrevista exclusiva con la secretaria de Gobernaci?n Olga S?nchez Cordero (@M_Olga?	non-sexist
4684	SCB_ES	es	Twitter	"RT @Alejandro_Lelo: Seg?n #AMLO, con lo de ayer en #Culiacan, no se fortalecieron los grupos criminales #AmloRenuncia
#ComandanteSinBolas
#?"	non-sexist
4685	SCB_ES	es	Twitter	@Notimex @M_OlgaSCordero Cumplir lo que prometieron.	non-sexist
4686	SCB_ES	es	Twitter	como dir?a nuestro canciller @m_ebrard: ?piensa, gracias?	non-sexist
4687	SCB_ES	es	Twitter	@CynthiaLeonorM2 Que no mm @M_OlgaSCordero	non-sexist
4688	SCB_ES	es	Twitter	"@m_ebrard Fue una reuni?n para que EEUU los rega?ara por pendejos, cobardes e in?tiles, nada que ver con ""evitar el? https://t.co/KTRvPpaoBZ"	sexist
4689	SCB_ES	es	Twitter	RT @JLozanoA: Esto, de ser cierto, es grav?simo. Explica tantas cosas del desastroso operativo en Culiac?n. La soberan?a nacional y la dign?	non-sexist
4690	SCB_ES	es	Twitter	@dimensionamural @DoliaEstevez @m_ebrard @AlfonsoDurazo Lo mismo con Carmen Aristegui, parece que la perdimos o ya? https://t.co/oHCz95vSjp	sexist
4691	SCB_ES	es	Twitter	RT @bartije: @vampipe @M_OlgaSCordero @Claudiashein @tatclouthier Pero estoy de acuerdo que @Claudiashein ni con todo el apoyo de #AMLO le?	non-sexist
4692	SCB_ES	es	Twitter	De este joven soldado que muri? abatido en Culiacan no habla el cobarde Presidente que tenemos, @lopezobrador_ ni l? https://t.co/Q13dagJQ8d	sexist
4693	SCB_ES	es	Twitter	RT @periodistafrg: @PartidoMorenaMx @yeidckol @mario_delgado @BerthaLujanMx @lopezobrador_ - El diputado @mario_delgado ha recibido el apoy?	non-sexist
4694	SCB_ES	es	Twitter	"Se cumple lo dicho por @M_OlgaSCordero: ""ataques como el de Aguililla suceden a diario""."	non-sexist
4695	SCB_ES	es	Twitter	"cc
@tatclouthier @M_OlgaSCordero @mario_delgado 

?Si saben que es ilegal verdad?"	non-sexist
4696	SCB_ES	es	Twitter	RT @m_ebrard: En comunicaci?n con el Gobierno de California - siempre solidario con M?xico - para hacerle saber nuestra solidaridad y apoyo?	non-sexist
4697	SCB_ES	es	Twitter	RT @AristeguiOnline: ?Por primera vez en una reuni?n se plante? ??qu? van a hacer en EU?? respecto al tr?fico il?cito de armas?: @m_ebrard?	non-sexist
4698	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
4699	SCB_ES	es	Twitter	RT @GADO69: @lopezobrador_ @CuitlahuacGJ @Irma_Sandoval @M_OlgaSCordero @AlfonsoDurazo Se tendr?a que investigar al secretario de gobierno?	non-sexist
4700	SCB_ES	es	Twitter	@El_Universal_Mx @M_OlgaSCordero Ya callen a este pendejo	non-sexist
4701	SCB_ES	es	Twitter	"RT @Antizombies: Y entonces, ?para que sirven las reuniones diarias con el gabinete de seguridad, sr L?pez? 
No nos diga que la secretaria?"	non-sexist
4702	SCB_ES	es	Twitter	@M_OlgaSCordero La uni?n es lo fundamental, y no la traici?n, cada d?a veo m?s sospechas de sabotaje	non-sexist
4703	SCB_ES	es	Twitter	RT @salariodelmiedo: Ret?n de #RioGrande #Zacatecas . Polic?as prepotentes y abusivos con el conductor del autob?s. @gobiernozac  @FGRMexic?	non-sexist
4704	SCB_ES	es	Twitter	@LuRiojas T? opini?n viene sobrando. No est?s ah? por haber hecho campa?a. Tu existencia como legisladora es produc? https://t.co/y2ccaBN4ab	sexist
4705	SCB_ES	es	Twitter	Como ya no hay avi?n presidencial y como ninguna l?nea a?rea me quiere llevar pues mejor mando a mis subordinados,? https://t.co/J0fPxOiUyL	sexist
4706	SCB_ES	es	Twitter	@lopezobrador_ @yeidckol @AlfonsoDurazo @M_OlgaSCordero @SEDENAmx @Luis_C_Sandoval @AlmiranteSrio? https://t.co/zB8pDy8wam	sexist
4707	SCB_ES	es	Twitter	@johnerencastle @TwitterLatAm @TwitterMexico @TwitterSafety @AnibalMSilvaMx @lopezobrador_ @M_OlgaSCordero? https://t.co/FX2QWVTrGt	sexist
4708	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
4709	SCB_ES	es	Twitter	RT @MARTIN_NOLASCO: Secretaria @M_OlgaSCordero , d?gale al compa?ero presidente @lopezobrador_ que tiene todo el respaldo del PT y que esta?	non-sexist
4710	SCB_ES	es	Twitter	@warkentin Debe renunciar el gabinete de seguridad y tambi?n el presidente y la bola de octogenarios que llevan a M? https://t.co/Bh5C60BMDs	sexist
4711	SCB_ES	es	Twitter	RT @Enea_Salgado: Esto es atraco a la democracia en nuestro pa?s. A como de lugar MORENA pretende imponer a @Jaime_BonillaV por 5 a?os cuan?	non-sexist
4712	SCB_ES	es	Twitter	RT @serginhotorero: @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Primer acto: invitan a migrantes a transitar por M?xico rumbo al?	non-sexist
4713	SCB_ES	es	Twitter	@m_ebrard Descanse en paz	non-sexist
4714	SCB_ES	es	Twitter	RT @bowlerbatsman1: @GlodeJo07 @m_ebrard ?Y el embajador en Argentina acusado de haberse robado un libro en una famosa librer?a bonaerense?	non-sexist
4715	SCB_ES	es	Twitter	RT @JLozanoA: Gracias, se?ora secretaria, por dejarme esta carcajada en el rostro tras un d?a tan largo. Usted siempre tan ocurrente. ?Nunc?	non-sexist
4716	SCB_ES	es	Twitter	RT @arodriguez622: @diazbriseno @DoliaEstevez @m_ebrard @senyorreporter Ese respetable c?nsul sustituido ser?a alguien como el Z1 Fidel Her?	non-sexist
4717	SCB_ES	es	Twitter	RT @LeonKrauze: Culiac?n y la raza negra. Aqu? @JorgeGCastaneda sobre las ABERRANTES declaraciones racistas de Gardu?o, el hombre que dirig?	non-sexist
4718	SCB_ES	es	Twitter	RT @carlosnajarraba: @Reforma @M_OlgaSCordero Entronacion? Suena como a ir con el proctologo?? no entiendo para que ocupa publico??bueno que?	non-sexist
4719	SCB_ES	es	Twitter	RT @JohnMAckerman: Much?simas gracias, estimada @M_OlgaSCordero, por tu generosa visita a la @UNAM_MX y tus elocuentes palabras en nuestro?	non-sexist
4720	SCB_ES	es	Twitter	@m_ebrard En el seguro social verdad??	non-sexist
4721	SCB_ES	es	Twitter	Ahora si muy machines el incompetente traidor de @AlfonsoDurazo y la mariguana proaborto de @M_OlgaSCordero ,,,	non-sexist
4722	SCB_ES	es	Twitter	Envio un muy cordial abrazo a @EmbEspMex por el #DiadelaHispanidad. Que la relaci?n entre ambas Naciones sea de ami? https://t.co/1w1kTRQTxG	sexist
4723	SCB_ES	es	Twitter	RT @econokafka: Canciller @SRE_mx @m_ebrard, recuerde a sus embajadores (como es ante Guatemala) que representan a M?xico, no a su partido?	non-sexist
4724	SCB_ES	es	Twitter	@m_ebrard ?????????y luego?	non-sexist
4725	SCB_ES	es	Twitter	"RT @julenrementeria: Hoy la Secretaria @M_OlgaSCordero nos llama a todos al respaldar al presidente.

Secretaria:
Mi respaldo es incondicio?"	non-sexist
4726	SCB_ES	es	Twitter	RT @luis_jesusruiz: Estamos muy contentos de invitarlos a que asistan a la  inauguraci?n de la @CumbrePolExt este 13 de noviembre con la pr?	non-sexist
4727	SCB_ES	es	Twitter	RT @m_ebrard: Concluy? reuni?n convocada por el Secretario de Seguridad, Alfonso Durazo, con Embajador de EU y su equipo para congelar tr?f?	non-sexist
4728	SCB_ES	es	Twitter	"RT @ferbelaunzaran: Se?or canciller @m_ebrard:

?Por qu? el Embajador de M?xico en Guatemala, Romeo Ruiz, usa una gorra del partido pol?tic?"	non-sexist
4729	SCB_ES	es	Twitter	@GlodeJo07 @m_ebrard Seguro lo sabe pero se hace pendejo... No va hacer nada	non-sexist
4730	SCB_ES	es	Twitter	RT @VladRothschuh: Anuncia @Agricultura_mex arranque de compra a precios de garant?a de cosechas de ma?z y frijol de peque?os productores p?	non-sexist
4731	SCB_ES	es	Twitter	RT @omarfayad: Esta tarde estar? con el Canciller @m_ebrard; participar? en una reuni?n de la Comisi?n de Asuntos Internacionales de la @CO?	non-sexist
4732	SCB_ES	es	Twitter	RT @DraAleMont: Y qu? dijo la se?ora Est?vez @DoliaEstevez de esta aclaraci?n? Ya se pronunci? al respecto o cree que todos los gobiernos s?	non-sexist
4733	SCB_ES	es	Twitter	Y esto tambi?n es culpa de @FelipeCalderon ? Cada d?a demuestran m?s su incapacidad. @AlfonsoDurazo @M_OlgaSCordero? https://t.co/EwgCweWPt7	sexist
4734	SCB_ES	es	Twitter	RT @rocionahle: En coordinaci?n con parte del gabinete del ?@GobiernoMX?  para analizar temas en conjunto.  Con la secretaria de Gobernaci?	non-sexist
4735	SCB_ES	es	Twitter	"RT @syzavel19: ?No deber?a ser Patrimonio Nacional?
 @lopezobrador_ 
@cultura_mx 
@M_OlgaSCordero 

A subasta, primera edici?n del Himno Na?"	non-sexist
4736	SCB_ES	es	Twitter	"@denissejaik @chioreya @yeidckol @EPN @ManuelBartlett @m_ebrard @FelipeCalderon Estimada,

Hablas desde el pulpito? https://t.co/zT9qQYxlZs"	sexist
4737	SCB_ES	es	Twitter	RT @PermanenteLa: Pero el gobierno mexicano que se jacta de seguir a cabalidad el principio de no intervenci?n fue de los primeros en felic?	non-sexist
4738	SCB_ES	es	Twitter	@m_ebrard C?mo puedo contactarle, es urgente!!!	non-sexist
4739	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ ?Respaldar porqu? y de qu?? Su gobierno hizo las cosas mal y L?pez Obrador estuvo de? https://t.co/0BGj7XQ9xm	sexist
4740	SCB_ES	es	Twitter	"@M_OlgaSCordero siguen cometiendo error tras error...  
Evidentemente est?n rebasados y su inexperiencia e incapacidad esta costando vidas."	non-sexist
4741	SCB_ES	es	Twitter	@RedAMLOmx @lopezobrador_ @Mary_Luisa_AG @DifundeMorenaEM @Ricar_peralta @MorenaSenadores @AmloPueblo? https://t.co/ev31XBKOgN	sexist
4742	SCB_ES	es	Twitter	"RT @FrauDesFeuers: USUARIO YA NO ENCONTRADO? JAJAJAJAJAJA  ??
Cu?nto cinismo! https://t.co/SCE0av9Nm8"	non-sexist
4743	SCB_ES	es	Twitter	"RT @LuRiojas: ?Que qued? la favorita del presidente y no la candidata con mejor perfil? 

*pretends to be shocked* ?? https://t.co/eNpXgYMRVF"	non-sexist
4744	SCB_ES	es	Twitter	RT @econokafka: Pejistas, ?se imaginan a un embajador de Fox, Calder?n o Pe?a con gorra del PAN o PRI? https://t.co/rBE1zKvduS	non-sexist
4745	SCB_ES	es	Twitter	RT @serginhotorero: @LeonKrauze @JorgeGCastaneda @M_OlgaSCordero @m_ebrard Primer acto: invitan a migrantes a transitar por M?xico rumbo al?	non-sexist
4746	SCB_ES	es	Twitter	RT @LSRVeracruz: ??Veinte expertos en Derecho, entre #jueces y exjuzgadores, firman una carta dirigida a la Secretaria de Gobernaci?n @M_Olg?	non-sexist
4747	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Lamento profundamente los hechos de violencia que se registraron en los ?ltimos d?as. Es momento de que todos los actor?	non-sexist
4748	SCB_ES	es	Twitter	RT @FelipeCalderon: De estos fariseos que se llenan la boca con ?el amor al pr?jimo? y el ?humanismo?, viene esta frase: ?No es posible ver?	non-sexist
4749	SCB_ES	es	Twitter	@memobarba Que sin verg?enzada lo de esta funcionaria que no me representa. @memobarba, @M_OlgaSCordero	non-sexist
4750	SCB_ES	es	Twitter	?Cu?l lucha? Vimos que @lopezobrador_  es un empleado m?s del crimen organizado; y usted @M_OlgaSCordero , bueno, e? https://t.co/In5Zfqdrhg	sexist
4751	SCB_ES	es	Twitter	RT @johnerencastleg: Atenci?n @TEPJF_informa  @lorenzocordovav @M_OlgaSCordero @lopezobrador_ @FGRMexico Ya en el pasado el @INEMexico le a?	non-sexist
4752	SCB_ES	es	Twitter	RT @M_OlgaSCordero: @A_Encinas_R por 18 a?os las recomendaciones de la #CIDH. Hoy, les ofrec? a las hermanas ind?genas y su se?ora madre, u?	non-sexist
4753	SCB_ES	es	Twitter	RT @Carolin73179316: @GAINFANTE @josejoeloficial @Marysol_Oficial @lopezobrador_ Hagamos viral #JoseJoseTuEresMexicano pedimos ayuda a @m_e?	non-sexist
4754	SCB_ES	es	Twitter	"RT @JJDiazMachuca: @m_ebrard Marcelo, primero acepta que eres corrupto y encubierto por L?pez Obrador. 

Yo cierro filas como su adversario?"	non-sexist
4755	SCB_ES	es	Twitter	@M_OlgaSCordero Si mejor nos explicas lo sucedido en #Culiac?n	non-sexist
4756	SCB_ES	es	Twitter	@m_ebrard Preg?ntale a @DiazCanelB, porqu? dan aloj? a los narcoterroristas de ELN y algunos disidentes de las FARC. Cada d?a peor la 4T.	non-sexist
4757	SCB_ES	es	Twitter	Ya sali? el nuevo Ministro...	non-sexist
4758	SCB_ES	es	Twitter	RT @oliveruscanga: @LuRiojas Nadam?s checa el dato de la tal Karen. Lleg? al bar a las 4 de la Tarde... se comunica con su mam? a las 9...?	non-sexist
4759	SCB_ES	es	Twitter	RT @CDMSaltillo: Este es el verdadero trato q el Estado mexicano da a las personas migrantes. La crisis se acent?a frente a la falta de una?	non-sexist
4760	SCB_ES	es	Twitter	@Quetzal0518 O no sabia, es mujer? xq el gueno... pa na es @m_ebrard feli$?? $? $ y sus #CaravanasMigrantes maras y? https://t.co/vjVchCCIZt	sexist
