	dataset	source	language	text	task1
2390	MeTwo	Twitter	es	"@ierrejon @COPE No se te revolvieron cd tu líder dijo de Mariló Montero ""La azotaría hasta q sangrara""?Tpoco te vi cabreado cd la ministra Delgado decía en plan jocoso""prefiero un tribunal de hombres a uno de mujeres""o nenaza o maricón o conocer supuestos delitos de pederastia y no denunciarlo?"	sexist
2391	MeTwo	Twitter	es	@sol__despeinada El aborto es una desaparición forzada de personas, amorosa #feminazi	sexist
2392	MeTwo	Twitter	es	cuando vas a la cocina en la madrugada y se te cae uno de estos.... https://t.co/4qW4MF1f0C	non-sexist
2393	MeTwo	Twitter	es	Alcalde, cura, maestro, puta, cinco adúl­teras, monja no hay, una marimacho y Don Cosme, que ha salido de homosexual.  #perdón https://t.co/hO7BzXSb1J	non-sexist
2394	MeTwo	Twitter	es	@tonifreixa La zorra guardando las gallinas. ¡¡ Que se encargue Rosell ¡¡  Bueno..., cuando salga de la cárcel.  Cinismo en grado máximo.	non-sexist
2395	MeTwo	Twitter	es	@DaniMateoAgain Solo decirte que como cómico me pareces una puta mierda pinchada en un palillo y la próxima vez que te quieras sonar los mocos no te los suenes tragatelos pringado de mierda!!!!!	non-sexist
2396	MeTwo	Twitter	es	@darkvader2015 Todo con el patrocinio de la loca del ático @MashiRafael quien tapó este relajo aparte los 3 préstamos que hizo a nombre de la cuida que fueron obras sobre valoradas al estilo Glass dejando a Manta pagando esos préstamos por más de 20 años en impuestos en agua y predios.	non-sexist
2397	MeTwo	Twitter	es	Esta piba cartelea mucho feminismo pero después tira la de “así te esperamos con las chicas el 9n en x lugar” *video en 4 bailando en tanga* no entender.	non-sexist
2398	MeTwo	Twitter	es	"@JuuliSanchezx El otro día vi un video donde le insistió un montón de veces a su bailarín para que le diera un beso y él ya le había dicho que no. Mucho feminismo, pero se olvidó que el ""no es no"" se aplica para todos los casos."	sexist
2399	MeTwo	Twitter	es	"#Podcast: Catedral Deportiva | “Mujer al volante... F1""
con @ElChickenMcFly @CatedralDeporte 
https://t.co/3WEnWh5TO9 https://t.co/VxKTQf5PBP"	non-sexist
2400	MeTwo	Twitter	es	Hoy, antes de despegar hacia Quito, jamás había sentido tanta adrenalina recorrer mi cuerpo, mis manos heladas, las piernas que hormigueaban, cuando habla el capitán del avión y era ... era mujer. Lo sé, un prejuicio de mujer al volante peligro constante. Excelente vuelo en Lan	sexist
2401	MeTwo	Twitter	es	A las mujeres hay que decirles cosas bonitas todo el tiempo, aunque sean embustes.	non-sexist
2402	MeTwo	Twitter	es	@lucvsgp Feminazi amante de Cuba	sexist
2403	MeTwo	Twitter	es	@Urian1983 Huele a feminazi entonces.	sexist
2404	MeTwo	Twitter	es	@maatphlox @feminismologico @Nerealiza @masihpooyan No cuela. Ni troll ni niñata. Cada vez somos más las mujeres que os estamos diciendo que así no, que no hemos luchado para esto, y no sólo no queréis escuchar, sino que nos llamáis trolls, alienadas... (joder, con la sororidad). No nos vamos a callar, que os quede claro.	non-sexist
2405	MeTwo	Twitter	es	@dysphxxria_ @chxxnges quítate esa bio epdazo de zorra	sexist
2406	MeTwo	Twitter	es	@__ohara_ Zorra pero no tuya mi amor :,*	non-sexist
2407	MeTwo	Twitter	es	"Dell'Atte siempre se ha caracterizado como una mujer fuerte, transparente, con un gran sentido del humor pero con todavía más mala leche
https://t.co/Y2zdt9c5Eu"	non-sexist
2408	MeTwo	Twitter	es	Porque las películas en la que salen animales, siempre les pasa algo y lloro como una niña chica, que pasada	non-sexist
2409	MeTwo	Twitter	es	Mi familia me ha dicho que me va a llevar a ver Bohemian Rhapsody, estoy tan ilusionada como una niña pequeña	non-sexist
2410	MeTwo	Twitter	es	Amo la cara que pone la gente cuando les digo que no quiero ser mamá, 2018 y todavía sigue siendo requisito para ser mujer 🙄	non-sexist
2411	MeTwo	Twitter	es	@BluRadioCo Mis canciones favorita para ser chica de acero ( de hacer oficio) son: The Final countdown - Europe y life is life de Opus. #enblujeans	non-sexist
2412	MeTwo	Twitter	es	@Vanemoreira203 Es que siempre a votado por talento y la mojigata al parecer cantó mejor.	non-sexist
2413	MeTwo	Twitter	es	"Mucho feminismo pero luego nos falta cero coma en echar mierda sobre cualquier mujer, en este caso le ha tocado a NATALIA, felicidades. 👏🏼
#FirmasOT18 #OTDirecto3NOV"	sexist
2414	MeTwo	Twitter	es	@somnormals Mis sobrinos varones son más de compartir tareas que mis sobrinas hembras ya ves, estas últimas con el pavo mucho feminismo pero tela de flojas jjajajajajaja	sexist
2415	MeTwo	Twitter	es	@laufer4  es un asco como jurado de #Showmatch2018 @cuervotinelli   vayan pensando en reemplazos, también pueden sacar a @Flor_de_P  qué es un bodrio... mucho feminismo pero se no hacen otra cosa que atacarse entre mujeres. Todo un plomo. X Eso les va horrendo este año.	sexist
2416	MeTwo	Twitter	es	"Te invitamos a leer nuestra sección de #Revista Mujer al volante, la historia de Judith Vega
https://t.co/DbYd5RHZD1"	non-sexist
2417	MeTwo	Twitter	es	"Dedicado a las estúpidas feminazis que dicen que a las mujeres hay que creerles todo solo por ser mujeres.
SIN PRUEBAS NO HAY DELITO.
https://t.co/XNx3fk3m5K"	sexist
2418	MeTwo	Twitter	es	"@martypreciado Entonces yo digo ""odio a las mujeres"" y significa que odio al sistema hembrista que nos trata como potenciales violadores.
Se nota lo ridiculo de tu comentario?"	non-sexist
2419	MeTwo	Twitter	es	@OpresoraK Digan lo que digan mgtow es feminismo para hombres, yo estuve metido y la misoginia de los lideres me escandalizaba, por eso me salí, podre tener mucho repudio por el feminismo y sus mentiras pero no odio a las mujeres.	non-sexist
2420	MeTwo	Twitter	es	Las mujeres de hoy en día son las más putas de la historia.	sexist
2421	MeTwo	Twitter	es	@antena3com @NovaLifeES ¿Quién ha escrito esto, una feminazi rabiosa :v? https://t.co/oHFYG9eTiQ	sexist
2422	MeTwo	Twitter	es	Amigues me besé con un vatito de dieciocho en la fiesta de anoche. A mis veintiuno esto ya no se perdona.	non-sexist
2423	MeTwo	Twitter	es	He tenido que ir a fregar el balcón justo el día que hace la hostia de viento. Ya se me ha llenado todo de hojas.	non-sexist
2424	MeTwo	Twitter	es	Las feministas no protestaron mucho ante esto. ¿ Son menos mujeres, como  @InesArrimadas ? https://t.co/eF8xcYJniw	sexist
2425	MeTwo	Twitter	es	@oliveraeme Si lástima que en mi familia nadie te quiere por zorra	sexist
2426	MeTwo	Twitter	es	¿Cómo mirarías a una mujer que se ha tirado a 20 tíos? — Como una mujer exotica https://t.co/KiKMZgS8nf	non-sexist
2427	MeTwo	Twitter	es	Y estoy aquí comiendo parrillita y tomando sangria como una mujer adulta.	non-sexist
2428	MeTwo	Twitter	es	"@AlbertoBelaunde ...los politicos, gastamos nuestro tiempo en el trabajo como para estar pendientes de lo que hacen.
Veronika Mendoza llego donde llego porque se mostro como una mujer joven y madre de familia y estoy seguro que la mayoria de sus votantes no sabia que fue congresista."	non-sexist
2429	MeTwo	Twitter	es	@CandaYulius Pareces una puta tortilla de harina culero, agarra algo de color bastardo	non-sexist
2430	MeTwo	Twitter	es	@maryvarelaGH MIRA LA LOCA DEL BALCÓN¡¡	non-sexist
2431	MeTwo	Twitter	es	@putaotaka para ser chica gamer tienes que ser racista yo no hago las r3eglas	non-sexist
2432	MeTwo	Twitter	es	"Hola @zonarojas que pachooó? Seguro q llevas el pañuelo verde aborto al cuello o en la mochila. Mucho feminismo, pero despues te salta el macho violador. La verdad, terminas demostrando que indefectiblemente, todo ""aliado feminista"" termina siendo un lobo con piel de cordero. https://t.co/tBGmHywo5n"	non-sexist
2433	MeTwo	Twitter	es	@eldivandeJules Luego mucho feminismo pero cuando le pegan estos salvajes a dos mujeres nada que decir	sexist
2434	MeTwo	Twitter	es	Si le gusta la velocidad y la adrenalina, no se puede perder TC2000, una historia que le demostrará la potencia de una mujer al volante. Los esperamos este domingo en #VideoCapital a partir de las 6:00 p.m. → https://t.co/GUT5LxfMjy	non-sexist
2435	MeTwo	Twitter	es	@cielikolindo Acá dicen: mujer al volante peligro constante, menoscaba a la mujer.	sexist
2436	MeTwo	Twitter	es	"Cacho Castaña, desubicado: ""A las mujeres hay que volteárselas"" https://t.co/q9swtv5XvC https://t.co/7p2ULSX7US"	sexist
2437	MeTwo	Twitter	es	A las mujeres hay que tratarlas cómo se debe como toda una dama,  sin ellas no tenemos sentido.	non-sexist
2438	MeTwo	Twitter	es	Odio a las mujeres así? Me dan ganas de picarlas.☠️ Plena visita y así. Que inrrespeto	sexist
2439	MeTwo	Twitter	es	"hala! psss que les digo pvtos? nueva fanarta de la lagartona 
#Demencia #Dementia #Villanos #Villainous https://t.co/D45ajUNtrE"	non-sexist
2440	MeTwo	Twitter	es	Acabo de ver un video dond una feminazi discute con un periodista sobre la lactancia materna diciendo q no es algo natural... 🤦‍♂️	sexist
2441	MeTwo	Twitter	es	Pero, en serio, lo que me gustaría poder dedicarle más tiempo a la música, el arte, el cine y la escritura no lo sabe nadie. Incluso al deporte y a la cocina. Lo que pasa es que la vida es una mierda y no estamos aquí para hacer lo que nos gusta.	non-sexist
2442	MeTwo	Twitter	es	niñata asquerosa	non-sexist
2443	MeTwo	Twitter	es	Me encanta esta mujer!! Tenías que ser de Nicaragua!! 😃 https://t.co/nce0rW9qed	non-sexist
2444	MeTwo	Twitter	es	"@iamweronika @sonrry16 bueno realmente dice "" a ese tipo de personas"" hace referencia a un tipo especifico si dijera "" las feministas"" o ""las mujeres"" si que se lo diria"	non-sexist
2445	MeTwo	Twitter	es	Feliz lunes gente bonita, empezamos la semana con energía y con música, no hay mejor fórmula @canalfiesta en tus días y mucho ❤ Desde primera hora con @ertrivi69 @apijimenez @MargaAriza @dominguezja y quien te escribe en directo contigo hasta las ocho ¡Un placer! https://t.co/zR9H0H4JPX	non-sexist
2446	MeTwo	Twitter	es	Atrás impulso de llamar zorra a Ren.	non-sexist
2447	MeTwo	Twitter	es	Nunca me paso algo tan turbio hasta recién que vi como una mujer estaba endemoniada oka	non-sexist
2448	MeTwo	Twitter	es	@TNT811 @A_del_W @Proactiv @finashierbas79 @maganmi90 Yo esta claro, que disfrute como una niña y a la próxima si puedo volveré	non-sexist
2449	MeTwo	Twitter	es	"@Nany_Redfield Falta la opcion ""Sii! Molan porque pareces una puta locaaa!"""	non-sexist
2450	MeTwo	Twitter	es	OS juro que cuando vi esto,  tenia como 4/5 años y siempre que le veia en la Tele pensaba... Mira la mujer loca del balcón... CREIA QUE MICHAEL ERA FAMOSO POR SER UNA MUJER LOCA https://t.co/SKmskxZlqn	non-sexist
2451	MeTwo	Twitter	es	algunas mucho feminismo pero son las primeras en bardear a una piba	sexist
2452	MeTwo	Twitter	es	Ver a Rosalía petarlo es como corroborar por fin que el refrán es ‘mujer al volante, suerte tiene el caminante’.	non-sexist
2453	MeTwo	Twitter	es	@jmcacuariano @CarlosAlevito @Bernat_Castro @cakealatake La misma nenaza si ese ejejeje	sexist
2454	MeTwo	Twitter	es	@paco_ritas Hahahaha así es, hablaré con él muy seriamente porque eso de dejarlo como que no, cualquier lagartona me lo puede bajar	non-sexist
2455	MeTwo	Twitter	es	@kalindama Si ella esta por voluntad propia no eres nadie para decidir lo que debe hacer y lo que no, no infantilices a las mujeres, FEMINAZI	sexist
2456	MeTwo	Twitter	es	@celesmonaco Terriblemente obvia se me cae el papel se superpoderosa superada marimacho y quedó re expuesta	non-sexist
2457	MeTwo	Twitter	es	“¿Soy marimacho por jugar al rugby?”. Estas jugadoras tienen la respuesta. https://t.co/s7YJnRqceE	non-sexist
2458	MeTwo	Twitter	es	@Jruiztaco @aurahghvip @suso @FueraMiriam Muy educada la niñata	non-sexist
2459	MeTwo	Twitter	es	@hppxn Mujer tenías que ser para tomarte en serio una joda, lpm	sexist
2460	MeTwo	Twitter	es	"#SomosLaAudiencia6N

Que dice la sobrina de Garo que decimos barbaridades, y las que dice tu tio????? Es que yo flipo. Ha llamado zorra, vete a las esquinas, bajunas.. de verdad que mierda de sociedad"	sexist
2461	MeTwo	Twitter	es	@EnBuenaOndaW @RadioWera @WRADIOMexico Excelente su labor como una mujer mexicana ejemplo de tenacidad y liderazgo en @PorMexicoF #Veracruz necesita más gente así querida paisana	non-sexist
2462	MeTwo	Twitter	es	Mi gata le va a llorar a mi vieja como una niña chiquita, es re dramática basta	non-sexist
2463	MeTwo	Twitter	es	@acrossamaia pareces una puta diosa.	non-sexist
2464	MeTwo	Twitter	es	@MekKaGeoXx A mi me pareces una puta mierda tu	non-sexist
2465	MeTwo	Twitter	es	tío AJJAJAJAJAJJAJAJAJAJAJAJJAJA que pensaba que era la única loca del coño que hacía esto con 7 años wtffffffff https://t.co/qsFhVewCqM	non-sexist
2466	MeTwo	Twitter	es	@INDIGNADlTA95 No valdrías para ser chica Femen.	non-sexist
2467	MeTwo	Twitter	es	"Según la sociedad para ser chica top likeada por todos tenes que tener buen cuerpo, hechas las uñas, maquillarse a diario, vestirte a la moda(seguro super incomodo),tener alto cuerpo pero poner q sos fea,ir al gim, y demás.
Déjenme siendo groncha y con 5 likes. Soy mas feliz así"	non-sexist
2468	MeTwo	Twitter	es	mucha deconstrucción mucho feminismo pero seguís culpandote por algo que te hizo un varón y para nada fue tu culpa amiga *se dice a si misma*	non-sexist
2469	MeTwo	Twitter	es	"Te invitamos a leer nuestra sección de #Revista Mujer al volante, la historia de Judith Vega
https://t.co/DbYd5RZAuz"	non-sexist
2470	MeTwo	Twitter	es	@IvacIsmael El fetichismo es una parafilia. o sea, implicaría darle la razón a los musulmanes, las mujeres no deberían de mostrar nada por encima de los tobillos. No creo que estés de acuerdo con eso Ismael 😂😂😂	sexist
2471	MeTwo	Twitter	es	"@balkraix Hoy en día tienen los mismos derechos que los hombres y aún así los hombres dominan todas las areas.
Gente como vos me confirma que las mujeres no deberian votar."	sexist
2472	MeTwo	Twitter	es	Las Mujeres de hoy en día salen embarazadas a temprana edad y nama le hacen dos meses a lo carajito pa volver a salir a desacatarse ☹️	sexist
2473	MeTwo	Twitter	es	Ya llevo soltero mucho tiempo :c pero las mujeres de hoy en día solo quieren sexo y yo una relación estable :c	sexist
2474	MeTwo	Twitter	es	"Te escapaste, no pudimos llenar los nombres
— Lagartona — preguntale a jero si las pusimos JAJAJA https://t.co/J28vP7ISnn"	non-sexist
2475	MeTwo	Twitter	es	@jimedylan Niñxs???? es acaso alguna forma nueva de bacterias? Pero si te refieres a niños, Obama lo vino haciendo desde 2014, pero como solo te enteras ahora puedo relegar tu tuit como berrinche de feminazi	sexist
2476	MeTwo	Twitter	es	Caminé desde el balcón a la cocina y cuando volví se había hecho de noche.	non-sexist
2477	MeTwo	Twitter	es	Yo con mi batamanta cuando me levanto del sofá y voy a la cocina por agua. https://t.co/uXtcWZMnV4	non-sexist
2478	MeTwo	Twitter	es	Bueno voy a hacer algo, me levantaré a dejar el plato de la cena a la cocina, me tomaré un ibuprofeno, me fumaré un cigarro y me pondré a estudiar.	non-sexist
2479	MeTwo	Twitter	es	‘Gorila, marimacho’: cuatro años acosado por ocho adolescentes https://t.co/TwXSMkjO6H	non-sexist
2480	MeTwo	Twitter	es	@ales_quesada 2 personas lloran y 1 es una niñata y la otra da pena pues igual tiene que ver la diferencia la verdad,,	sexist
2481	MeTwo	Twitter	es	“mujer tenías que ser”. ya te gustaría a tí follar con una, cara mierda.	sexist
2482	MeTwo	Twitter	es	"@guisodemondongo ""A dónde querés ir, pelotudo! Ah! Mujer tenías que ser""

*pañoleta verde ya te siento*"	sexist
2483	MeTwo	Twitter	es	Alguien dígale a las feministas TERF que yo SO LI TA desaparecí a un hombre de la faz del planeta y añadí a una mujer. ¿Que mas radical que eso?	non-sexist
2484	MeTwo	Twitter	es	La perra de la Cardi B me cae mal pero como me gustan unas dos que tres canciones de esa zorra	sexist
2485	MeTwo	Twitter	es	@midoblas_ Hola Mimi soy Juan,mira lo primero de todo decirte,que eres una mujer guapa,preciosa,bonita,mona y hermosa,buena cantante,me parece bien que como una mujer que eres estupenda,que te queda genial tu coleta,sobre todo es muy larga y tienes mucho pelo muy rubia,muy bonit	non-sexist
2486	MeTwo	Twitter	es	Mañana empiezo mis clases de Inglés. Hace tantos años que no tengo clases presenciales que estoy ilusionada como una niña pequeña. https://t.co/Q125kL9Cln	non-sexist
2487	MeTwo	Twitter	es	"""Pareces una puta con ese piercing ahi"" lo que me dice mi hermanito de 9 años"	sexist
2488	MeTwo	Twitter	es	@madbauhaus 😂😂😂😂 los mejores el primero “la patada voladora” y el último la loca del poste 😂😂😂	non-sexist
2489	MeTwo	Twitter	es	"@CarlosVerareal @GaloLaraYepez Esta noticia me tiene ASQUEADO.
VOMITO por los beneficios d ese perro borrego.
Q los presos d las demás cárceles hagan huelga d hambre hasta q les igualen los beneficios q tiene ese perro segundón d mafia trucha d la loca del ático.
Q conoce esta bestia d los actuales q le temen?"	non-sexist
2490	MeTwo	Twitter	es	Igual mis razones para pensarlo son de tía loca del pussy pero DA IGUAL.	non-sexist
2491	MeTwo	Twitter	es	Que bochorno y q decepción para aquellos q votaron por ella y a quienes ya no representa, para ser mujer q se dice luchadora no le da ni calza los zapatos de @MariaCorinaYA https://t.co/fnH9mmT36k	non-sexist
2492	MeTwo	Twitter	es	... no sabía que me seguía tanta mojigata	non-sexist
2493	MeTwo	Twitter	es	Normalizen la amistad entre el hombre y la mujer lpm mucho feminismo pero no empezas por lo principal	sexist
2494	MeTwo	Twitter	es	@Irene_Montero_ @ahorapodemos Si si mucho feminismo, pero te acuestas con uno que según sus palabras te azotará hasta que sangres. Doble moral.	non-sexist
2495	MeTwo	Twitter	es	@Iam_lela07 Jajaja yo voltear las curvas 😂🙊 mujer al volante peligro constante ,igual voy sacar mi licencia cómo sea pero de que saco la saco ehhj	sexist
2496	MeTwo	Twitter	es	La participación femenina en la representatividad política electa en EEUU demuestra que la paridad no es una cuestión de cuotas sino de preparación y acceso a las oportunidades. Las mujeres no deberían ser líderes porque son mayoría sino porque están mejor cualificadas...	non-sexist
2497	MeTwo	Twitter	es	@AdamWolf_US No te deja en ninguna posición. Ni soy un niño ni me has devorado. Con toda sinceridad, el drama contigo no viene sólo porque seas un hombre lobo, si no, no me llamaría mariquita y nenaza	sexist
2498	MeTwo	Twitter	es	No seas nenaza, es parte de un desayuno equilibrado. La cerveza está de puta madre con cochokris.... chocoriz... choco--- los cereales que Bored tiene en la balda de abajo porque arriba no alcanza. Ya verás, ya verás. Gihee.	sexist
2499	MeTwo	Twitter	es	"Anita, la gorda lagartona, no traga la droga latina...

Ahora leelo al revés..."	non-sexist
2500	MeTwo	Twitter	es	@NeoMShadows @ITRnoticias1 @juancarlosvrm Dire algo asi como hay hombres malos desgraciados tambien hay mujeres ojala no se haya topado con una lagartona vengativa	non-sexist
2501	MeTwo	Twitter	es	Me ha gustado un vídeo de @YouTube (https://t.co/X3cuPIqugC - Hillkin - Feminazi).	non-sexist
2502	MeTwo	Twitter	es	"Koalita tenía a su amiga Míriam ayudándole en el tema de las comidas cuando decidieron ambos separarse de la cocina del Sr. Garó.
¿Y ahora qué?
¿Quién les va a cocinar a todos?
Míriam no es rencorosa y se prestará a volver a la cocina con la ayuda de Koala 💪🏻
#SomosLaAudiencia8 https://t.co/fsCTPOOSRy"	non-sexist
2503	MeTwo	Twitter	es	@vaso_con_leche @BTS_twt Pues... Lo que yo hago, es pararme con mi cuaderno en un lugar lejano a la cocina :v entonces, cada vez que me aprendo algo, voy avanzando un paso hasta llegar a la cocina y comer xD	non-sexist
2504	MeTwo	Twitter	es	@NoticiasCaracol Pero como desafortunadamente nuestra constitución súper garantista del 91 la hicieron los máximos delincuentes de colombia (los congresistas) no hay nada que hacer, hasta que no modifiquemos nuestras leyes en contra de la reincidencia nos vamos a fregar	non-sexist
2505	MeTwo	Twitter	es	@tanolamente007 @Santi_ABASCAL Este marimacho tiene que decir lo que la dicen,  porque sino la calientan,  y es una desgraciada porque no sabe de fenderse	non-sexist
2506	MeTwo	Twitter	es	@jossenarvaez jose calma  atu .marimacho dina jaja	non-sexist
2507	MeTwo	Twitter	es	@ghoficial Que no dejes que esa niñata acostumbrada a salirse siempre con la suya te hunda arrak ella no quiere reconocer que paso porque quedaría fatal	non-sexist
2508	MeTwo	Twitter	es	"@BlackWings_00 @mafixpiol4li Por que una ""mujer trans"" que con solo decir ""mujer"" ya estoy asumiendo su genero, pero bueno, cuando va al shoping lo primero q busca es la faldita mas corta, los tacos mas grandes, el maquillaje mas fino, en fin estereotipo femenino q a las feministas no clasica... no entiendo"	non-sexist
2509	MeTwo	Twitter	es	Nuestra #LíneaEdiciónEspecial está diseñada para fortalecer tu cabello y aportar fragancia en tus días más especiales.	non-sexist
2510	MeTwo	Twitter	es	Quiero estar con vos. No un rato, no un día. Quiero estar con vos en tus días buenos y también en los peores. Estar con vos, así de simple.	non-sexist
2511	MeTwo	Twitter	es	Eh sacado un video! por fin revele mi fea voz jajaja estoy nerviosa y temblando como una niña. Pero lo reitero las criticas son para crecer!	non-sexist
2512	MeTwo	Twitter	es	@SandyFlores7_7 No le hagas caso a los lameculos aqui, si pareces una puta, y si lo eres,  excelente, tu has lo que quieras. Para mi, que parezcas puta es lo deseable.	sexist
2513	MeTwo	Twitter	es	quien tuvo la idea de hacer esto la loca del bebito https://t.co/Y2IHt5GCoN	non-sexist
2514	MeTwo	Twitter	es	Mamá de estar loca del coño.	non-sexist
2515	MeTwo	Twitter	es	"—¿Por qué no te guardaste el dinero para comprarlas en otra tienda si no te gustaban? —preguntó un tanto confundido para tomar una y comerla, lo cierto es que estaban ""bien"" a secas.

—Así que... eres hija única. Eres bastante alta para ser chica, me &gt;"	sexist
2516	MeTwo	Twitter	es	@AleTrevino95 Ay no mames!!!! No seas pinche mojigata!!	non-sexist
2517	MeTwo	Twitter	es	@Milenio mujer al volante peligro constante, a quien se le ocurre poner tras el volante a una vieja.	sexist
2518	MeTwo	Twitter	es	Soy mujer y creo que las mujeres no deberian opinar de deportes en los noticieros 😂	sexist
2519	MeTwo	Twitter	es	"@szczurivo No se, para mi es una cuestión moral, conozco a banda de gente de esa edad y a ninguno de ellos los escuche decir ""a las mujeres hay que voltearselas"", entre otras cosas"	sexist
2520	MeTwo	Twitter	es	Odio a las mujeres la puta madre	sexist
2521	MeTwo	Twitter	es	@CriticoJM @RubenSanchezTW Más bien eres una nenaza, @RubenSanchezTW	sexist
2522	MeTwo	Twitter	es	@valtonyc Eres una nenaza de mierda!!!encima mongolo del todo...imbécil.	sexist
2523	MeTwo	Twitter	es	@pctterI Nope. Tal vez deberías venir a la cocina y decírmelo.	non-sexist
2524	MeTwo	Twitter	es	@sextaNoticias Eso, eso. Que se ponga él a fregar o a levantar enfermos a los 75 años, pedazo de sinvergüenza	non-sexist
2525	MeTwo	Twitter	es	"Carmen va a un instituto en el que llevan uniforme. Las niñas pueden llevar falda o pantalón. La única que lleva pantalón es mi hija. Hoy una compañera le ha dicho que ""pareces una marimacho"". Niñas con 12-13 años con esa mentalidad. Estamos haciendo algo muy, muy mal"	non-sexist
2526	MeTwo	Twitter	es	"Quienes me saludan, soy Arabelle.~ Un placer conocerles.

Y tú, enano, nada de llamarme niñata. Más te gustaría que esta niñata te comiese todo."	non-sexist
2527	MeTwo	Twitter	es	@jjaviervazquez fatal el trato.a techi x defender a esa mentirosa d niñata d pantoja,q https://t.co/u5jlj5GyVM xq la meteis en.ese programa,es una mentirosa y una cara dura	non-sexist
2528	MeTwo	Twitter	es	¡Que le pregunten a Mayte Martín! Hay que joderse con la niñata pija. Le ha faltado decir que es judía, de un CDR y que el estado le persigue. Vete a gastar otro milloncejo de euros en publicidad, anda. https://t.co/nwXGfB1IPH	non-sexist
2529	MeTwo	Twitter	es	@AlfredSanz @leaa_pedone @magalitajes No entiendo q te quejas de los argumentos, si tu ídolo Agustín Laje tambien se refiere a las feministas cómo “feminazis”. Ese es su argumento para defender una ideología que el no comporte! De la misma manera le responde Magali diciéndole cara de ...	sexist
2530	MeTwo	Twitter	es	LA PÁGINA DEL BANCO BOD ES LA VAINA MAS ZORRA DEL UNIVERSO. QUE MIERDAAAAAAA	non-sexist
2531	MeTwo	Twitter	es	Como una mujer con grandes cualidades y una trabajadora leal y comprometida, es recordada Madeleine https://t.co/S0Yw5maNk5	non-sexist
2532	MeTwo	Twitter	es	Momento nefasto para ser mujer en Tucumán.	non-sexist
2533	MeTwo	Twitter	es	"@isidrocorro Se cumplió el adagio en este caso en particular:
""Mujer al volante, peligro constante""..."	sexist
2534	MeTwo	Twitter	es	"@el_pais Entonces de aquello de ""mujer al volante, peligro constante"" ya ni hablamos ¿no? https://t.co/8RhzYjtiFW"	sexist
2535	MeTwo	Twitter	es	Mujer al volante... conducción más segura: las jóvenes de #Cantabria provocan menos accidentes en la carretera que los hombres de su edad https://t.co/dFiixZTLo6	non-sexist
2536	MeTwo	Twitter	es	"Mujer al volante, peligro constante... ya no se diga si le dejas un tráiler. <f0><U+009F><U+0098><U+00B1>

Obvio, es broma, hemos visto varios ejemplos similares de traileros varones, y este es uno más de esas desgracias. https://t.co/vHmzKgUeXG"	sexist
2537	MeTwo	Twitter	es	@LaurenJauregui Jodidamente sexy una mujer al volante <f0><U+009F><U+00A4><U+0098><f0><U+009F><U+0098><U+008D><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0087><U+00B2><f0><U+009F><U+0087><U+00BD>	non-sexist
2538	MeTwo	Twitter	es	"@LekaconK @relascopio Soy mujer, Y NO ESTOY OPRIMIDA, NO SOY UNA VÍCTIMA!! DEJAD DE TRATARME COMO UNA VÍCTIMA QUE NECESITA SOBREPROTECIÓN!! REPITO: 
NO ESTOY OPRIMIDA POR NADIE, NUNCA LO HE ESTADO. 
Enserio, las mujeres de hoy en día deberían replantearse cuales son esas ""opresiones"" de las que hablan"	non-sexist
2539	MeTwo	Twitter	es	"M: Ay pero con lo lagartona que es Noelia , por favor 
Yo: Como como , porque lagartona ? 
M: Deay hpta vos no te le dejas a nadie sin importar nada 
Yo: Ay Maria que mentirosa 
M: A usted no le pueden decir “ A “ porque ya haces un desmadre"	non-sexist
2540	MeTwo	Twitter	es	El segundo lagarto mas grande del planeta es el cocodrilo de agua salada, el primero es la lagartona que intenta ligarles a mi crush https://t.co/KNHnXmmRuA	sexist
2541	MeTwo	Twitter	es	"Le preguntaron a cada ""feminazi"" su partidismo político... <f0><U+009F><U+0098><U+0091> https://t.co/YNWWzWdApb"	sexist
2542	MeTwo	Twitter	es	Fui a buscar algo de tomar a la cocina y me fui de gta por las escaleras jshajajaja:(((	non-sexist
2543	MeTwo	Twitter	es	@linyubeh @LosAngeles_ok Lo hizo jaaaa y quedó vomitando veneno la marimacho	non-sexist
2544	MeTwo	Twitter	es	@Reddxdxragxn @xLadyTrickster A ver, déjame explicarte algo, que yo sea mujer y mentalmente sea masculina, es decir, una marimacho, no me otorga una identidad sexual diferente, solamente soy una mujer que es un poco más masculina que el resto, pero ya está.	non-sexist
2545	MeTwo	Twitter	es	@rood_raul Que niñata mas insoportable!!!!	non-sexist
2546	MeTwo	Twitter	es	@Loreniita_30 Niñata	non-sexist
2547	MeTwo	Twitter	es	Cada dia aguanto menos a Rosalia vaya niñata chiquillo	non-sexist
2548	MeTwo	Twitter	es	@DeluxeSabado #SomosLaAudiencia11N Belén Rodríguez: Yo no me e sentido en ningún momento ofendida x Ángel, mmm vale, entonces, si te llamarán zorra, chusma, bajuna etc todos los días no pasaría nada no?	non-sexist
2549	MeTwo	Twitter	es	@MaracuchaOriana como una mujer que trabaja con dolares puede estar pidiendo saldo?	non-sexist
